last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9
26-05-2025 09:25,29.8,33.8,34.9,-1875,-680.6,40125,-12375,N,23250,N,8.21,25044.3,25074.1,19.1,18.55,18.8,8775,-194.05,50400,92700,Y,-65550,Y,4.73,-14.05,-14.35,-14.3,5100,-119.05,55200,-111375,Y,238200,Y,-3.03,56.2,66.6,72,21240,-2296.8,16170,9600,N,-2580,Y,8.93,55856,55912.2
26-05-2025 09:30,15.3,15,7.5,279450,-665.1,52425,32325,Y,-26475,Y,5.69,25071.7,25087,7.1,6.45,6.9,-38625,-167.3,48225,57375,N,45000,YES,2.79,-5.95,-5.85,-5.8,16950,-109.4,48225,59850,YES,185625,N,-3.11,20.2,12.8,11,25410,-2704.6,21300,-90,YES,-1950,N,17.05,55912.2,55932.4
26-05-2025 09:35,0.6,1.6,1.2,9075,-631.9,42075,-34275,YES,28275,YES,3.87,25087.4,25088,0.6,-0.6,-0.55,19350,-202.15,43350,900,YES,66375,YES,1.63,-3.8,-3.15,-3.35,-16875,-120.7,54975,48300,N,132375,N,-2.5,27.2,13.8,14,24330,-2812.2,12300,7980,N,3420,N,5.06,55919.6,55946.8
26-05-2025 09:40,-5.5,-5.5,-4.7,103875,-612.1,40575,-30075,N,14925,N,2.64,25088,25082.5,-6.65,-6,-5.8,-30675,-185,48750,16650,N,74250,N,0.76,3.75,3.35,3.45,1575,-123.75,51675,25200,N,23925,N,-1.59,-6.2,-11.6,-25.4,-13890,-3053.6,15090,4110,N,5910,N,2.83,55930,55923.8
26-05-2025 09:45,19.1,20.4,19.7,-9600,-680.4,51450,-11775,N,-44325,Y,11.1,25084.3,25103.4,14.7,14.3,14.4,-32625,-201.95,45450,-23100,YES,-180225,Y,3.97,-11.75,-11,-11.2,51150,-117,50625,-59025,Y,143025,Y,-3.49,-51.6,-54,-56.8,13320,-3391.4,27960,1590,YES,18420,N,9.22,55923.8,55872.2
26-05-2025 09:50,1.4,-2.9,-1,-50400,-872.9,41025,-75,N,25875,YES,3.01,25103.4,25104.8,-3.2,-2.4,-2.2,-34950,-183.55,43875,53250,Y,75900,YES,1.07,2.75,2.95,3.1,-38175,-102.3,57300,51000,YES,14400,N,-1.25,-12.8,-13.8,-5.8,2070,-339.2,3810,12780,N,-12480,Y,-0.25,55870,55857.2
26-05-2025 09:55,-0.6,-0.5,-4.1,-70800,-883.1,39300,-1350,YES,28725,N,1.33,25100.1,25099.5,-1.1,-0.15,-0.15,31725,-204.35,54375,-92325,YES,15600,N,0.54,0.2,0.45,0.4,33300,-125.55,49650,75600,YES,35475,Y,-0.77,8.2,10.4,13,4380,-2668.4,13530,4530,N,5100,N,0.47,55881,55889.2
26-05-2025 10:00,-11.5,-11.6,-11.9,-158400,-927,34800,-375,N,8250,N,0.92,25099.5,25088,-4.9,-4.75,-4.75,-32325,-184.45,49650,49275,Y,60375,YES,0.44,7.4,7.15,7.25,-50775,-117.4,53025,110850,YES,63900,Y,-0.56,-27.4,-27.2,-28,16530,-2576.6,24270,15240,N,3510,N,-0.47,55895,55867.6
26-05-2025 10:05,2.8,-4.5,-1.1,-4350,-1054.6,44475,9750,N,11850,N,0.46,25088,25090.8,-2.35,-1.65,-1.5,-40875,-186.1,48225,-34200,YES,13950,N,0.36,0.85,0.7,0.75,7350,-144.8,53775,-29250,Y,-8025,YES,-0.45,-49.2,-37.4,-33.8,870,-3030.4,16050,-10140,YES,-1680,Y,-2.66,55870.4,55821.2
26-05-2025 10:10,-6.8,-1.4,-6,-31950,-1108.4,37425,6075,N,750,Y,0.59,25090.8,25084,-1.15,-0.85,-0.95,12150,-201.6,51375,24675,Y,-20100,Y,0.59,3.35,2.95,2.75,-110475,-128.95,53100,24150,YES,-54750,YES,-0.42,24.8,16.6,9.4,-52890,-3070,14880,-3300,N,-2250,Y,-1.06,55821.2,55846
