last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9
12-05-2025 09:15,35.7,32.1,31,-870900,-571.7,46575,13500,N,143625,N,50.72,24594.3,24631,40,38.1,38,-15900,-158.3,31200,-268350,N,94575,N,25.61,-14.8,-16,-16.1,-19200,-62.1,32175,2681925,N,179025,N,-21.06,68.4,74.2,71.6,-18630,-3016.6,15150,-1080,N,11880,N,63.28,54961.6,55030
12-05-2025 09:20,20.2,20.7,18.1,-572925,-865.3,55800,21825,N,132150,N,21.49,24630.9,24650,19.3,18.8,19.05,13275,-292.8,49200,-72750,Y,-40725,Y,13.78,1.85,1.7,1.85,-71775,-92.75,59325,61275,N,102825,N,-3.85,105.2,105.2,110,14760,-3188,20430,6270,N,21540,N,73.48,55025,55130.2
12-05-2025 09:25,16.8,18.7,18.8,59850,-926.7,57000,37725,N,30150,N,8.21,24649.9,24666.1,4.55,4.7,4.65,6075,-312.45,53175,4500,Y,30525,YES,4.1,-10.9,-11,-11.1,-45975,-105.05,64725,13875,N,202875,Y,-3.18,39.8,33.2,44.2,-10830,-4548.8,18750,-10440,YES,18510,N,20.8,55130.2,55170
12-05-2025 09:30,30.5,34,30.2,-191175,-1217.9,48300,12450,N,-11325,Y,8.48,24669.5,24700,29,31.15,31.25,1950,-308.15,51150,23925,N,-90075,Y,6.1,-3.25,-3.55,-3.45,-34950,-94.35,65100,-32925,Y,125175,N,-2.39,85.2,100.4,85.8,-44520,-3375.2,20250,9930,Y,4710,N,36.67,55179,55264.2
12-05-2025 09:35,-5,-4.9,-4.7,271650,-1135.6,58200,-7800,YES,64875,YES,7.5,24700,24695.1,-9.4,-9.75,-9.9,-7275,-352.75,52650,-46350,YES,40725,YES,4.07,3.9,3.9,3.9,-67050,-98.05,64050,91575,YES,61275,N,-1.34,-74.2,-75,-72.2,42360,-3734.2,20820,1830,YES,15990,N,14.74,55265.2,55191
12-05-2025 09:40,-18.1,-18.2,-18,61200,-1194.8,53700,-38175,YES,72300,N,6.7,24695.1,24677,-7.7,-7.7,-7.6,-14325,-332.95,51150,-55800,YES,-6525,Y,2.27,6.4,6.4,6.45,-53925,-107.55,62700,56925,N,-132450,YES,-0.7,-24.6,-24.6,-23.2,4230,-2811.6,16290,3300,N,-1380,Y,6.29,55191,55166.4
12-05-2025 09:45,19.1,17.8,18.5,675,-1308.3,38850,12900,Y,16425,N,1.81,24676.9,24696,8.65,8.7,9,12225,-308.9,49125,8100,Y,10200,N,1.47,-8.45,-9.25,-9.3,56400,-105.2,68775,-34800,Y,106800,Y,-0.71,-2.4,9.4,16.8,12180,-3102.6,16860,390,YES,12960,N,3.49,55178.2,55175.8
12-05-2025 09:50,74.4,71.5,72.1,261375,-1477.3,54750,65850,Y,-144600,Y,8.68,24694.7,24769.1,51.95,52.2,52.2,-14325,-234.5,63375,3342000,Y,16500,N,-92.43,-14.3,-14.05,-13.95,15525,-142.9,68325,-384225,Y,324825,Y,67.02,99,87,81.6,3570,-3338.6,16140,-2370,YES,-10650,Y,4.78,55176,55275
12-05-2025 09:55,48.1,48.1,48.3,40800,-1041.9,53025,-28950,YES,7500,YES,11.96,24768.2,24816.3,47.2,48.2,48.25,31725,-282.85,64050,-186150,YES,-40275,Y,6.97,-4.9,-4.55,-4.55,-64350,-129.2,71850,975,YES,103725,N,-2.59,131.6,130.8,124,-91080,-3467.4,20550,-6270,YES,-31920,Y,24.23,55262.4,55394
12-05-2025 10:00,-34.1,-34,-30.6,77100,-1667.9,52800,9225,Y,57675,YES,8.78,24816.3,24787.5,-30.2,-30.65,-30.6,-26100,-281.35,60300,-57900,Y,85575,YES,3.12,0.6,0.9,0.85,-75600,-140.4,71250,53400,YES,129375,Y,-1.8,-49,-48.6,-48.8,92070,-4212,19710,3420,N,5460,YES,12.27,55394,55345
12-05-2025 10:05,-7.5,-9.9,-14.6,45300,-1367.5,39675,4875,N,15300,N,2.26,24787.2,24777.3,-11.75,-11.8,-11.65,26625,-249.55,65325,-27000,Y,47250,N,1.44,4.05,4,4.05,-107025,-140,69975,44625,N,83550,N,-0.91,-59,-57,-55.8,4320,-4512,18240,600,YES,-750,Y,5.14,55345,55286
12-05-2025 10:10,-2.3,-4,-4.6,125475,-1394.5,47325,23775,N,-3375,Y,2.15,24777.3,24775,3.7,3.55,3.6,-4425,-238.5,59025,30825,Y,18375,N,0.99,5.25,5,5,-62175,-150.35,67950,-49425,Y,-151050,YES,-0.79,24,17,20,-2940,-2946,14550,5130,N,-1170,Y,3.12,55286,55310
12-05-2025 10:15,4.3,10.1,8.3,-50175,-1607.6,46275,675,YES,45375,YES,2.71,24779.9,24788.3,10.55,10.3,10.25,-22125,-254.5,56550,-43875,YES,14250,N,2.01,0.25,0.75,0.65,77100,-135.2,70425,55200,YES,25425,Y,-0.55,25.6,17,11,34860,-2010.2,21120,-15720,YES,27660,YES,8.15,55303.4,55329
12-05-2025 10:20,24.7,24,25.5,-75075,-1664.6,44100,48675,Y,43800,N,1.98,24788.3,24813,17.7,16.45,16.4,15450,-274.8,59400,-21075,Y,-60750,Y,1.9,-5.8,-5.85,-5.6,-87225,-131.8,66450,-4050,Y,78225,Y,-0.39,36.6,36,41,-5340,-3139.6,16140,-5580,N,-11280,Y,2.28,55321.4,55358
12-05-2025 10:25,-25,-22.2,-19.5,22125,-1297,44325,-41700,YES,26925,N,2.45,24815,24790,-18.3,-19.55,-19.45,-14775,-291.95,59400,-55950,YES,19500,YES,1.27,1.9,1.5,1.55,-28275,-140.1,66600,35625,YES,75000,N,-0.47,-33,-43.6,-45,-7800,-2853.8,12810,-6720,YES,3840,N,1.69,55358,55325
12-05-2025 10:30,-7.5,-6.1,-6.6,-169575,-1310,42525,-12000,Y,29925,N,1.48,24791.5,24782.1,-2.5,-3.2,-3.15,-26775,-264.15,67050,-1275,Y,18675,N,0.73,2.15,2,2,15000,-135.1,64350,4500,N,27750,N,-0.33,3.6,1.4,3.6,180,-3619.6,14490,-25680,YES,2100,Y,2.28,55325,55328.6
12-05-2025 10:35,-5.5,-2.2,-3,-42750,-1166.7,39675,12225,Y,12750,N,1.21,24783,24779.8,-3.45,-3.05,-2.95,27225,-246.25,58950,39900,Y,23175,N,0.58,1.2,1.3,1.35,-57675,-145.85,66900,7200,N,-3600,YES,-0.36,5.4,17.2,10,-180,-3747,16320,2460,Y,570,Y,1.63,55328.6,55334
12-05-2025 10:40,13.1,13.1,20,-66825,-1598.5,47100,9450,N,-8775,Y,1.87,24780,24800,9.15,9,8.9,11550,-240.5,56700,12900,N,-18975,Y,0.82,-3.2,-3.05,-3.05,38100,-143.9,67725,-11550,Y,-56325,YES,-0.33,75,76.4,76,-28980,-3482.6,19560,6240,N,-21510,Y,6.03,55338.6,55413.6
12-05-2025 10:45,-19.6,-13.2,-15,101475,-1387.3,36750,-11475,YES,10725,N,0.87,24800,24780.4,-9.15,-10,-10,-25650,-238.1,59025,-975,YES,52050,YES,0.66,5.25,5.3,5.3,-52500,-142.95,62925,12000,YES,-8100,Y,-0.19,-19.2,-15,-14.6,-43470,-3517,16350,1440,YES,12420,YES,3.06,55414.6,55395.4
12-05-2025 10:50,-8.4,-1.1,0.7,-42600,-1255.6,37875,8100,N,21675,N,1.21,24787,24778.6,-0.15,-0.05,0,-31125,-232.3,58050,20325,Y,10725,N,0.4,-0.2,0,0.05,-22350,-146.8,63225,94650,YES,35850,Y,-0.14,32.6,24,27,-78690,-1209,19410,3000,N,990,Y,3.17,55395.4,55428
