last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
06-05-2025 09:15,-21.5,-21.6,-20.3,-750,-1534,42750,62550,N,91500,N,-13.74,24755,24733.5,-13.25,-12.2,-12.4,-4350,-56.8,62400,17565150,N,941625,N,-10.2,10.7,10.9,10.85,-28725,-138.7,53100,16764225,N,247275,N,6.94
06-05-2025 09:20,44.4,42.4,39.3,12150,-1518.5,41400,43350,N,-53475,Y,3.97,24726.2,24770.6,10.9,10.8,10.9,89925,-54.2,81300,1579725,N,23400,N,-1.26,-35.3,-34.6,-34.6,49425,-127.65,57225,1902075,N,231825,N,-5.12
06-05-2025 09:25,50.4,49,49.4,-422700,-1413.1,42300,24225,Y,-1800,N,25.4,24770.6,24821,39.3,38.45,38.5,21150,-99.6,72000,417150,N,-509475,Y,14.25,-16.65,-16,-16.05,-9900,-95.85,67350,544650,N,556275,Y,-14.74
06-05-2025 09:30,27.5,26.8,23.7,-30450,-1799.9,47475,34350,N,1575,N,19.06,24817.5,24845,12.3,12.4,12.45,49200,-110.9,69150,-104400,YES,-35475,YES,6.64,-16.2,-16.15,-16.2,238050,-84.05,82575,260850,N,792000,Y,-10.25
06-05-2025 09:35,-3.6,-3.6,-1.9,-171000,-964.7,41025,15525,N,40050,YES,7.59,24843.7,24840.1,-7.05,-7.95,-7.95,63150,-125.3,65025,-474150,YES,456750,YES,3.84,-6.05,-6.05,-6.05,-60600,-72.05,89550,584100,YES,673350,N,-8.02
06-05-2025 09:40,5.2,6.1,5.4,-64725,-962.6,39150,18675,N,10050,N,4.23,24842,24848,-2.7,-2.95,-3,68700,-116.05,63525,30375,Y,144525,N,2.11,-5.7,-5.65,-5.65,-335475,-63,79575,-113925,Y,454575,N,-5.27
06-05-2025 09:45,2.1,2.7,4.9,-74250,-778.5,42300,-3675,YES,44400,YES,6.31,24848,24850.1,3.05,3.1,3,175725,-117.1,62775,261750,Y,165075,YES,1.28,-5.9,-5.85,-5.85,18825,-60.55,96750,322650,YES,661050,Y,-4.26
06-05-2025 09:50,5.6,4.8,5.1,-213750,-934.9,44025,-1425,N,123750,YES,4.48,24850.1,24855.7,1.5,0.95,0.95,48300,-114.55,65250,-34575,YES,264150,YES,1.37,-3.3,-3.2,-3.2,-13500,-50.3,108150,815925,YES,155400,N,-4.06
06-05-2025 09:55,-8.6,-11.1,-12.8,-121125,-1224.2,40725,5250,N,26100,N,1.71,24855.7,24847.1,0.7,0.9,0.9,108225,-102.85,68250,3075,Y,-2850,Y,0.67,-0.35,-0.15,-0.2,375075,-52,117225,-14025,Y,12150,N,-2.64
06-05-2025 10:00,-4.1,-1,-3.9,-241350,-668.9,31425,-7650,YES,45375,N,1.2,24847.1,24843,0.85,0.45,0.45,60675,-98.5,70650,-1500,YES,-2175,N,0.38,-0.25,-0.25,-0.25,21225,-49.25,121200,-26400,Y,2175,YES,-2.41
06-05-2025 10:05,-12.3,-12.8,-11.4,-382350,-754.5,32400,-21900,YES,-2175,Y,0.93,24843,24830.7,-14.95,-14.2,-14.2,147525,-93.05,69000,-97875,YES,328275,YES,-0.05,-0.1,0.05,0.1,-260850,-58.05,122475,8625,YES,-7050,YES,-1.93
06-05-2025 10:10,2.4,-0.9,2.4,5475,-818.7,27300,-7650,N,24000,YES,0.26,24830.7,24833.1,-0.35,-0.25,-0.25,14250,-81.85,69450,375,Y,1575,Y,-0.41,0,0.45,0.5,-82950,-53.45,112125,34950,YES,-19875,YES,-1.6
06-05-2025 10:15,-11.5,-10.8,-10.4,-1350,-787.6,29400,-1875,N,5775,N,0.08,24831.5,24820,-8.9,-9.1,-9.1,40950,-77.3,77775,303225,Y,317025,YES,-0.79,3.65,4.25,4.25,208050,-58.3,119475,256125,YES,-9750,N,-1.26
06-05-2025 10:20,10.2,12.9,10.2,-20025,-839.3,40200,15975,N,16650,N,0.04,24819.6,24829.8,2.9,3.45,3.45,155400,-73.7,98325,277500,N,38550,N,-0.77,-3.45,-3.9,-3.9,219450,-58.9,106050,-115875,Y,359850,Y,-0.8
06-05-2025 10:25,-0.2,-3,-2,43275,-629.3,30750,9600,N,-7725,Y,0.19,24828,24827.8,-3.8,-3.85,-3.85,66675,-77.15,96300,356175,Y,501600,YES,-0.59,-0.1,-0.1,-0.15,55650,-55.45,101400,-6750,YES,14700,N,-0.78
06-05-2025 10:30,-7.7,-5,-6.2,-18525,-947.9,30975,-5625,YES,-675,N,0.05,24827.8,24820,-3.45,-3.6,-3.6,-150675,-74.1,97425,25950,N,236625,N,-0.64,2.9,3.15,3.25,42750,-54.5,108975,608850,YES,-169725,YES,-0.61
06-05-2025 10:35,-5.9,-4.6,-2.1,-39825,-1044.1,35400,11325,N,-75,N,-0.08,24820,24814.1,-2.3,-2.45,-2.5,-328125,-69.7,121725,242325,Y,205875,N,-1.01,-2.55,-2.55,-2.6,-42375,-56.15,110175,53400,N,459300,Y,-0.42
06-05-2025 10:40,2.1,2.7,2.1,43800,-838.8,26175,7950,N,2325,N,-0.01,24818,24820.1,0.9,1.25,1.25,-172425,-63.6,115575,-30750,YES,-11025,Y,-0.68,3.05,3.25,3.25,-99375,-57.1,113475,391875,YES,-222450,YES,-0.43
06-05-2025 10:45,0,3.4,-0.3,-6525,-765.3,22725,-2700,N,4050,N,-0.08,24818,24810,-4.05,-3.1,-3,-167925,-68.65,111975,-168975,YES,27900,YES,-0.86,12.15,10.6,10.5,-50775,-60.05,118500,348525,N,-1396200,YES,-0.21
06-05-2025 10:50,-13.2,-12.9,-9.8,-93825,-1112.2,46575,-16050,YES,15975,N,-0.62,24807.3,24798,-1.4,-1.05,-1.05,-60450,-59.7,113325,924525,Y,191925,YES,-1.19,9.25,8.95,8.95,-7500,-72,92850,-282000,Y,-725550,Y,0.71
06-05-2025 10:55,5,5.8,5.9,-122475,-1235.4,36825,16650,Y,-18975,Y,-0.38,24798,24803.1,3.2,3.6,3.6,-152850,-54.95,108900,84675,N,-62400,Y,-1.1,-4.65,-4.8,-4.85,17325,-76.4,90450,-233400,YES,288750,Y,0.37
06-05-2025 11:00,11.3,11.4,11.4,-157050,-1246.5,39375,1425,YES,975,N,-0.21,24803.5,24814.8,7.4,7.95,8,-207450,-64.95,122475,346500,Y,-713025,Y,-0.76,-2.7,-3.4,-3.45,-33600,-70.85,89025,38175,YES,128475,N,0.22
06-05-2025 11:05,-1.5,-3.1,-1.5,-177975,-1490.1,32325,8400,N,5025,N,-0.07,24814.8,24808.5,-5.85,-6.05,-6.05,-2925,-65.4,102975,-331125,YES,684075,YES,-0.47,-5.45,-5.55,-5.55,78525,-70,106650,-133050,Y,261750,Y,0.04
06-05-2025 11:10,4.5,-0.4,-0.3,-102600,-1248.5,33600,6225,N,-2850,Y,-0.06,24808.5,24813,0.05,-0.05,-0.05,-97275,-63.25,97275,228300,Y,120525,N,-0.35,-3.2,-3.1,-3.2,30300,-67.8,103950,-27750,YES,-132000,YES,0.01
06-05-2025 11:15,10.2,10.2,10.2,-68625,-1086.6,36900,-7275,YES,-5775,Y,0.05,24814.3,24824.5,5.9,6.05,6.15,37125,-71.65,92700,21225,N,-429825,Y,-0.26,-2.15,-2.6,-2.6,384150,-60.95,112050,97275,YES,383775,Y,-0.12
06-05-2025 11:20,20.4,19.6,17.2,-71700,-1026.2,32850,-1950,N,-12750,Y,0.36,24824.5,24844.9,19,18.2,18.25,-23700,-82.45,86325,-172275,YES,-1252050,Y,0.25,-5.45,-5.6,-5.6,-129075,-53.45,114600,98325,N,316275,N,-0.33
06-05-2025 11:25,-0.5,-3,-2.3,-55875,-1553,37650,-375,N,-21375,Y,2.17,24845,24844.5,-5.45,-6.05,-6.05,13800,-105.25,73050,-1283325,YES,-133125,YES,1.06,-2.05,-1.8,-1.75,426225,-50.35,121575,-34500,Y,206850,N,-0.55
06-05-2025 11:30,-8.4,-6.8,-4,22350,-1253.7,36450,6075,N,31875,YES,0.26,24844.9,24841,-7.95,-8.7,-8.7,32475,-82.85,84600,681000,Y,465075,YES,-0.02,-2.15,-2.2,-2.25,-128400,-47.35,116100,99750,YES,350550,Y,-0.41
06-05-2025 11:35,-6,-2.5,-2.8,66300,-817.9,30900,13350,N,-75,Y,0.06,24841,24837.9,1.45,1.3,1.25,6450,-78.6,96300,140400,N,10275,N,-0.04,0.15,0,0,-363675,-45.85,114525,4800,N,-5250,YES,-0.27
06-05-2025 11:40,-5.9,-6.6,-5.9,-4050,-782.3,27375,12225,N,2475,N,0.06,24837.9,24832,-7.4,-7.65,-7.55,54600,-77.45,94500,-201975,YES,434475,YES,-0.08,2.55,2.7,2.7,-45225,-49.5,128100,176250,YES,-405000,YES,-0.24
06-05-2025 11:45,-15.3,-14.3,-12,-86175,-693,29250,-1950,YES,-525,Y,0.04,24832,24816.7,0.4,0.55,0.55,258450,-67.7,102225,36150,Y,-33750,Y,-0.26,8.4,8.85,8.85,-417525,-51.45,131700,156000,N,-906675,YES,-0.24
06-05-2025 11:50,19.7,18.4,18.5,-48750,-822.5,30900,-7575,YES,-3600,Y,0.04,24816.7,24836.4,11.35,12.05,12.1,-175575,-70.9,99525,409575,Y,-636525,Y,-0.17,-3.9,-3.85,-3.9,300,-59.95,117750,-403125,Y,-72825,Y,-0.07
06-05-2025 11:55,10.5,11.2,11.4,-40950,-1127.2,35400,-50250,YES,1275,N,0.2,24836.4,24847.6,-0.25,-0.4,-0.35,23025,-84.25,87375,-42600,YES,-6375,YES,0.1,-0.6,-0.3,-0.25,7050,-56.4,109425,9000,YES,20175,Y,-0.09
06-05-2025 12:00,61.4,59.1,58,-209400,-1365.3,42600,16950,Y,-340950,Y,9.12,24847.6,24909,57.5,56,56.25,-86025,-124.7,79725,-791625,YES,-1913250,Y,1.99,0.1,-0.25,-0.25,10050,-48.65,110550,-9675,Y,10800,N,-0.65
06-05-2025 12:05,19.2,17.5,18.5,126375,-1108.2,51900,48825,Y,14025,YES,8.92,24908.8,24928,15.05,14.05,14.2,15000,-177.35,60300,-1201125,YES,-108375,YES,1.57,-0.05,-0.1,-0.1,-315225,-42.75,140325,-12150,Y,1200,YES,-0.85
06-05-2025 12:10,49.7,47.2,49,-98850,-1208.4,55050,19125,N,-59625,Y,12.22,24926.4,24976.1,60.15,53.1,53.05,25050,-226.3,61950,-1461750,YES,-164025,Y,1.67,-1.3,-1.5,-1.5,-673500,-39,138000,-453900,Y,-52800,YES,-0.82
06-05-2025 12:15,5,3,5,-58500,-1022,63900,-2775,YES,37500,YES,15.42,24980,24966,-28.2,-28.7,-28.6,-29775,-279,63375,-1238925,Y,92400,YES,1.08,-0.05,-0.05,-0.05,800175,-36.2,140250,-12750,YES,30825,Y,-0.58
06-05-2025 12:20,-7.5,-4.5,-2.1,-31575,-987.4,51075,0,Y,51375,N,5.03,24967,24959.5,-6.85,-8.6,-8.45,-13425,-235.5,67875,-13275,Y,69750,N,0.48,-0.85,-0.1,-0.1,-48600,-37.65,154875,1276650,YES,-137325,YES,-0.46
06-05-2025 12:25,-12.7,-13.5,-9.3,37650,-1182.3,45900,-225,YES,12150,N,2.01,24958.7,24946,-24.1,-23.45,-23.4,-39075,-190.7,62850,127650,Y,-50550,Y,0.57,0.2,0.1,0.15,156750,-44.15,147825,183975,N,3375,Y,-0.63
06-05-2025 12:30,-16.1,-11.6,-12.9,65175,-1153.4,42675,3900,N,21525,N,1.45,24951,24934.9,-14.3,-14.7,-14.75,-450,-207.7,62325,-147225,YES,102150,YES,0.5,-0.15,0,0,-122775,-38.6,151575,5775,N,-5550,YES,-0.5
06-05-2025 12:35,-1.1,-1.4,1.5,-9300,-933.8,48000,36825,Y,8175,N,1.12,24934.9,24933.8,-0.55,-0.7,-0.75,-22575,-177.05,64200,300,Y,5850,N,0.33,0.35,0.5,0.5,-160125,-43.7,143850,278175,YES,-1275,N,-0.42
06-05-2025 12:40,12.2,6.3,7.7,19575,-1232.8,40125,-7575,YES,-525,Y,1.12,24933.8,24946,11,10.6,10.65,-33900,-193.8,63150,-160200,YES,-4275,Y,0.46,2.2,2.3,2.3,-405225,-43.05,143100,-2100,Y,-134475,YES,-0.43
06-05-2025 12:45,-2.7,-2.7,-6.6,52875,-1090.1,37125,-34425,YES,9300,N,0.61,24940.1,24937.4,0.4,0.35,0.35,-60225,-179.4,61650,2250,Y,-3825,N,0.29,0.15,0.1,0.1,72825,-42.55,152850,27975,YES,-10275,Y,-0.33
