last_traded_time,ltp_1,bid_price_1,ask_price_1,bid_ask_diff_1,bid_ask_pr_diff_1,last_traded_qty_1,tot_buy_qty_1,tot_buy_sig_1,tot_sell_qty_1,tot_sell_sig_1,avg_trade_price_1,high_1,low_1,ltp_2,bid_price_2,ask_price_2,bid_ask_diff_2,bid_ask_pr_diff_2,last_traded_qty_2,tot_buy_qty_2,tot_buy_sig_2,tot_sell_qty_2,tot_sell_sig_2,avg_trade_price_2,high_2,low_2,ltp_3,bid_price_3,ask_price_3,bid_ask_diff_3,bid_ask_pr_diff_3,last_traded_qty_3,tot_buy_qty_3,tot_buy_sig_3,tot_sell_qty_3,tot_sell_sig_3,avg_trade_price_3,high_3,low_3,final_signal,result
2025-06-20 10:10:00,40.900000000001455,38.900000000001455,40.20000000000073,-12075,-818.0000000037253,47700,9900.0,N,-87975.0,Y,5.720000000001164,24949.9,24906.0,31.5,32.099999999999994,32.25,1425,-252.2499999999709,57450,-27825.0,YES,-292650.0,Y,2.359999999999985,251.25,218.35,-11.5,-11.900000000000006,-11.900000000000006,122850,-122.70000000000437,67350,-177000.0,Y,115575.0,Y,-1.789999999999992,110.65,98.1,BUY,win
2025-06-20 10:15:00,45.099999999998545,44.39999999999782,45.0,5625,-1179.699999999255,54975,83925.0,Y,-98550.0,Y,16.549999999999272,25005.0,24949.9,40.39999999999998,38.94999999999999,38.900000000000006,22125,-306.6499999999942,64950,-53700.0,YES,-63225.0,YES,5.650000000000006,294.85,249.55,-8.300000000000011,-7.900000000000006,-8.0,46650,-108.75000000000728,69825,93600.0,YES,-23700.0,YES,-3.170000000000016,98.95,89.65,SELL,loss
2025-06-20 10:20:00,15.799999999999272,14.899999999997817,15.799999999999272,59100,-1677.7000000011176,51525,17475.0,N,37500.0,YES,7.25,25018.0,24997.0,12.600000000000023,12.5,12.5,-28725,-316.0,57600,-65850.0,YES,-24825.0,YES,2.769999999999982,306.1,290.25,-1.8499999999999943,-1.8499999999999943,-1.9500000000000028,-3825,-91.90000000000146,58200,62100.0,N,94650.0,Y,-1.7199999999999989,90.45,87.7,SELL,loss
2025-06-20 10:25:00,34.29999999999927,33.60000000000218,33.099999999998545,-274350,-1240.699999999255,47850,-4200.0,YES,33675.0,N,10.950000000000728,25061.9,25008.1,30.69999999999999,30.69999999999999,31.05000000000001,39300,-346.79999999998836,65700,-46050.0,N,-47925.0,Y,3.960000000000008,346.55,299.6,-4.349999999999994,-4.200000000000003,-4.299999999999997,-97050,-102.84999999999854,70425,-49350.0,Y,32100.0,N,-2.260000000000005,89.35,82.2,no signal,neutral
2025-06-20 10:30:00,18.600000000002183,19.400000000001455,23.700000000000728,-16650,-1282.800000000745,52500,6600.0,N,-3675.0,Y,11.539999999997235,25086.9,25045.5,19.80000000000001,18.55000000000001,18.700000000000045,5775,-419.25,58725,-45150.0,N,3375.0,YES,3.4499999999999886,368.0,332.65,-1.8999999999999915,-2.1000000000000085,-2.0999999999999943,-147675,-97.84999999999854,74400,10725.0,YES,47250.0,N,-2.1199999999999903,85.0,78.35,no signal,neutral
2025-06-20 10:35:00,-19.799999999999272,-20.700000000000728,-19.0,35625,-1320.7000000029802,47475,21825.0,N,-8325.0,Y,4.880000000001019,25073.7,25043.7,-21.80000000000001,-21.649999999999977,-21.69999999999999,10275,-394.0,59775,-23925.0,Y,11400.0,N,1.3700000000000045,355.65,328.3,0.25,0.19999999999998863,0.15000000000000568,-368850,-104.05000000000291,71925,12300.0,N,48150.0,N,-1.4300000000000068,83.35,79.8,no signal,neutral
2025-06-20 10:40:00,2.900000000001455,2.099999999998545,1.0,103500,-1085.6999999973923,46425,45375.0,Y,-13950.0,Y,3.1899999999986903,25067.0,25040.9,3.25,2.6000000000000227,2.5,-64050,-379.95000000001164,59700,-7275.0,N,-25500.0,Y,0.9900000000000091,346.65,322.6,-1.8499999999999943,-1.6499999999999915,-1.6499999999999915,-45975,-100.75,72225,-22425.0,Y,62400.0,N,-1.2999999999999972,83.3,77.0,BUY,neutral
2025-06-20 10:45:00,-1.4000000000014552,-2.5,-0.09999999999854481,-124500,-875.6000000014901,36075,-44100.0,YES,28800.0,YES,1.389999999999418,25058.0,25040.0,-2.4499999999999886,-2.3999999999999773,-2.5,-19650,-326.20000000001164,62850,-13050.0,YES,-3750.0,YES,0.660000000000025,339.55,323.4,-0.04999999999999716,-0.04999999999999716,0.0,-77925,-97.89999999999418,69825,11250.0,YES,65250.0,N,-0.8100000000000023,82.7,79.7,SELL,loss
2025-06-20 10:50:00,22.5,26.0,24.0,-68550,-775.7000000011176,37875,-22650.0,Y,-9000.0,Y,1.7999999999992724,25073.9,25045.6,16.44999999999999,17.30000000000001,17.55000000000001,-29025,-351.8499999999767,60750,-11700.0,N,-12675.0,Y,0.8699999999999761,349.65,330.0,-6.1499999999999915,-6.199999999999989,-6.150000000000006,12900,-99.80000000000291,69750,-34800.0,Y,-4650.0,YES,-0.9899999999999949,80.9,73.65,BUY,neutral
2025-06-20 10:55:00,-32.599999999998545,-33.099999999998545,-33.19999999999709,-112350,-1194.4999999981374,38025,20775.0,Y,31425.0,YES,1.6299999999973807,25072.6,25034.3,-23.55000000000001,-22.25,-22.350000000000023,-23250,-331.45000000001164,51225,8850.0,Y,20775.0,YES,0.710000000000008,348.2,316.6,6.450000000000003,6.25,6.299999999999997,-138300,-97.30000000000291,73275,16275.0,YES,23475.0,Y,-0.7999999999999972,82.7,74.45,no signal,neutral
2025-06-20 11:00:00,11.299999999999272,11.0,13.599999999998545,-52875,-902.7999999988824,39075,-28200.0,YES,-3900.0,Y,1.2599999999983993,25051.0,25038.5,8.100000000000023,8.0,7.899999999999977,-36825,-312.0999999999767,49200,-6975.0,YES,-1500.0,Y,0.3800000000000239,332.2,321.05,-3.8000000000000114,-3.799999999999997,-3.799999999999997,-74925,-95.70000000000437,66825,-4350.0,Y,60525.0,Y,-0.5700000000000074,82.2,77.2,BUY,neutral
2025-06-20 11:05:00,11.0,10.100000000002183,7.799999999999272,-250500,-640.1999999992549,34425,-41850.0,YES,-4050.0,Y,0.9500000000007276,25060.8,25048.6,9.350000000000023,9.850000000000023,9.850000000000023,7350,-328.45000000001164,51000,4650.0,N,-3825.0,Y,0.46999999999999886,341.8,328.4,0.5500000000000114,0.5,0.45000000000000284,93750,-89.84999999999854,65475,30900.0,YES,22725.0,N,-0.35999999999999943,79.6,76.35,no signal,neutral
2025-06-20 11:10:00,2.7999999999992724,3.1999999999970896,6.0,-38775,-1000.3999999985099,37350,12450.0,Y,-6900.0,Y,0.9000000000014552,25065.0,25045.2,4.25,3.4499999999999886,3.6499999999999773,-28875,-293.70000000001164,50625,1800.0,YES,-19800.0,Y,0.38999999999998636,344.35,328.1,-1.3000000000000114,-1.4000000000000057,-1.4500000000000028,143625,-90.80000000000291,67650,-24750.0,Y,118950.0,Y,-0.4299999999999926,80.8,76.25,BUY,neutral
2025-06-20 11:15:00,-18.299999999999272,-15.899999999997817,-16.0,7875,-1658.4000000003725,37575,-6900.0,YES,59400.0,YES,1.069999999999709,25069.9,25046.4,-15.449999999999989,-15.699999999999989,-15.600000000000023,-42300,-332.94999999998254,52650,46800.0,Y,21825.0,YES,0.46999999999999886,345.0,325.7,1.75,1.6999999999999886,1.7000000000000028,-27450,-89.44999999999709,73725,103800.0,YES,-5925.0,YES,-0.46999999999999886,79.7,75.45,SELL,loss
2025-06-20 11:20:00,2.099999999998545,2.2999999999992724,0.5,-23625,-847.5999999996275,37950,37800.0,Y,1125.0,Y,0.819999999999709,25062.8,25044.9,5.399999999999977,4.25,4.199999999999989,4500,-335.8999999999651,58800,-8925.0,YES,-14700.0,Y,0.3100000000000023,340.8,326.9,-1.0499999999999972,-0.9000000000000057,-0.8499999999999943,-39075,-92.74999999999272,74025,-41700.0,Y,23400.0,Y,-0.3100000000000023,79.3,76.0,BUY,win
2025-06-20 11:25:00,-6.700000000000728,-6.799999999999272,-7.0,-149100,-792.3000000007451,36900,-67500.0,YES,2025.0,N,0.5100000000020373,25058.0,25042.8,-6.899999999999977,-6.150000000000034,-6.199999999999989,-15450,-298.5999999999767,48675,34575.0,Y,16875.0,YES,0.25,334.25,325.0,1.9000000000000057,1.8499999999999943,1.8499999999999943,-133275,-86.50000000000728,67950,15450.0,YES,-117825.0,YES,-0.23999999999999488,80.1,77.2,SELL,loss
2025-06-20 11:30:00,16.5,17.400000000001455,16.900000000001455,-27675,-836.0,39675,-45600.0,Y,5550.0,N,1.0,25061.0,25041.4,13.649999999999977,13.350000000000023,13.449999999999989,-35025,-290.1499999999942,50325,-750.0,YES,-20400.0,Y,0.44999999999998863,340.6,325.0,-4.299999999999997,-4.049999999999997,-4.049999999999997,-23100,-83.50000000000728,80700,-27750.0,Y,93750.0,Y,-0.44000000000001194,80.05,75.35,BUY,win
2025-06-20 11:35:00,26.599999999998545,31.700000000000728,30.0,-171600,-676.0,35100,-32475.0,N,-43050.0,Y,2.139999999999418,25094.0,25055.9,24.75,23.450000000000045,23.55000000000001,-22500,-298.3999999999651,46725,3975.0,N,-48375.0,Y,0.6500000000000057,363.45,335.05,-4.099999999999994,-4.099999999999994,-4.1499999999999915,-163575,-79.84999999999854,62775,-248550.0,Y,-28650.0,YES,-0.6999999999999886,76.0,70.15,BUY,neutral
2025-06-20 11:40:00,-27.400000000001455,-24.0,-24.0,-8850,-1684.8000000026077,38775,2700.0,Y,22725.0,YES,3.0200000000004366,25098.9,25061.1,-21.099999999999966,-21.649999999999977,-21.75,6150,-344.6000000000349,59700,-81225.0,YES,17475.0,YES,1.289999999999992,373.8,338.0,3.0,2.950000000000003,3.0,-154200,-88.50000000000728,71325,108450.0,YES,-82950.0,YES,-0.8199999999999932,75.15,71.25,SELL,neutral
2025-06-20 11:45:00,12.299999999999272,11.900000000001455,11.0,52800,-1364.6000000014901,35925,16650.0,N,-4800.0,Y,1.2000000000007276,25080.0,25064.2,10.25,10.150000000000034,10.100000000000023,30975,-326.1000000000058,47850,6750.0,Y,-300.0,Y,0.37000000000000455,354.9,340.0,-1.6500000000000057,-1.9000000000000057,-1.9500000000000028,93975,-86.89999999999418,73125,22650.0,N,62775.0,Y,-0.29000000000000625,75.35,71.75,BUY,neutral
2025-06-20 11:50:00,1.5,2.0,5.5,-39900,-951.1999999973923,37575,18075.0,N,15000.0,N,0.7700000000004366,25090.0,25073.7,3.8000000000000114,3.75,3.8000000000000114,7275,-331.3999999999942,68100,-4875.0,YES,6825.0,N,0.5199999999999818,360.75,348.45,-0.5999999999999943,-0.4000000000000057,-0.3999999999999915,-190725,-87.64999999999418,66525,94200.0,YES,-3300.0,YES,-0.3100000000000023,73.45,71.05,SELL,neutral
2025-06-20 11:55:00,-9.0,-9.0,-12.0,-61350,-1218.1000000014901,35550,-34950.0,YES,1425.0,Y,0.9500000000007276,25085.0,25069.0,-10.699999999999989,-9.649999999999977,-9.649999999999977,87900,-331.4000000000233,59625,-10500.0,YES,6750.0,N,0.4200000000000159,357.95,344.95,1.1999999999999886,1.2000000000000028,1.25,-16125,-86.49999999999272,74775,9375.0,N,4350.0,N,-0.29999999999999716,73.8,71.1,no signal,neutral
2025-06-20 12:00:00,-2.400000000001455,-2.0,-2.099999999998545,-11250,-747.7999999970198,37050,63600.0,Y,-7725.0,Y,0.6000000000021828,25070.0,25059.7,-0.05000000000001137,-0.6500000000000341,-0.8000000000000114,-10500,-297.6000000000349,49725,9375.0,N,8700.0,N,0.3400000000000034,346.9,337.0,-0.29999999999999716,-0.4000000000000057,-0.29999999999999716,29625,-86.44999999999709,76125,-33600.0,Y,-17175.0,YES,-0.3499999999999943,75.5,73.0,BUY,loss
2025-06-20 12:05:00,6.0,6.0,7.099999999998545,6750,-1213.0999999977648,39750,3000.0,N,19275.0,YES,0.8999999999978172,25075.9,25059.8,1.4499999999999886,2.1999999999999886,2.4499999999999886,13875,-278.69999999998254,46650,5100.0,N,300.0,Y,0.30000000000001137,348.2,338.25,0.05000000000001137,-0.09999999999999432,-0.04999999999999716,-45600,-84.69999999999709,71925,47850.0,YES,1575.0,N,-0.1700000000000017,74.65,72.3,no signal,neutral
2025-06-20 12:10:00,16.200000000000728,14.0,16.200000000000728,-23925,-1161.5999999977648,39225,59400.0,Y,-21750.0,Y,0.7600000000020373,25090.0,25072.2,14.699999999999989,14.300000000000011,14.449999999999989,-70500,-265.55000000001746,60000,-5175.0,YES,-12000.0,Y,0.6399999999999864,362.35,343.95,-2.0999999999999943,-2.1500000000000057,-2.200000000000003,-126600,-84.09999999999127,70125,-19050.0,Y,53250.0,Y,-0.3400000000000034,73.8,70.4,BUY,loss
2025-06-20 12:15:00,-17.5,-22.400000000001455,-19.599999999998545,611475,-2009.7999999988824,35325,-2775.0,YES,4725.0,YES,1.2299999999995634,25092.6,25063.0,-19.400000000000034,-19.350000000000023,-19.600000000000023,-23625,-325.79999999995925,53025,-12150.0,YES,3000.0,N,0.46000000000000796,361.65,340.2,3.700000000000003,3.8999999999999915,3.9000000000000057,-238650,-82.05000000000291,88800,33750.0,YES,-81750.0,YES,-0.3400000000000034,75.0,71.0,SELL,win
2025-06-20 12:20:00,-27.299999999999272,-20.200000000000728,-26.200000000000728,66525,-1593.2999999988824,31200,-30600.0,YES,750.0,Y,0.9699999999975262,25072.3,25045.0,-17.900000000000034,-16.600000000000023,-16.69999999999999,-21975,-319.05000000001746,51900,4200.0,N,24900.0,YES,0.4199999999999875,342.7,322.35,3.3999999999999915,2.950000000000003,2.9000000000000057,-111225,-93.19999999999709,69675,-1275.0,Y,-600.0,Y,-0.480000000000004,78.2,74.5,BUY,loss
2025-06-20 12:25:00,-21.400000000001455,-21.099999999998545,-21.0,27975,-1045.2000000011176,43800,-21975.0,N,-15150.0,Y,1.25,25046.0,25024.0,-16.399999999999977,-15.350000000000023,-15.699999999999989,-1200,-328.6000000000058,59250,-29775.0,YES,28350.0,N,0.5999999999999943,324.0,306.2,2.3499999999999943,2.5,2.5,-48600,-105.34999999999854,75525,21150.0,YES,-38475.0,YES,-0.7299999999999898,81.35,77.35,SELL,loss
2025-06-20 12:30:00,-12.30000000000291,-13.799999999999272,-12.700000000000728,206625,-857.2000000011176,40275,-16275.0,N,36525.0,YES,0.9799999999995634,25035.0,25005.5,-15.699999999999989,-16.55000000000001,-16.899999999999977,-3375,-312.2500000000291,60075,-7050.0,Y,21975.0,N,0.5700000000000216,313.4,288.4,3.549999999999997,4.349999999999994,4.400000000000006,-28200,-101.59999999999854,72300,60900.0,YES,-100125.0,YES,-0.6500000000000057,84.85,78.95,no signal,neutral
2025-06-20 12:35:00,14.5,16.0,14.900000000001455,-237525,-1104.5999999996275,39750,35100.0,Y,18075.0,N,0.6599999999998545,25029.9,25003.3,14.100000000000023,14.400000000000034,14.5,-10200,-311.30000000001746,63375,25350.0,Y,-5175.0,Y,0.47999999999998977,309.7,289.8,-5.300000000000011,-5.25,-5.349999999999994,-118350,-100.5,65325,-53100.0,Y,69450.0,Y,-0.5299999999999869,85.4,77.6,BUY,win
2025-06-20 12:40:00,21.0,17.100000000002183,16.799999999999272,-43800,-1397.7000000011176,34875,32100.0,N,9675.0,N,0.7200000000011642,25050.0,25020.0,13.75,14.099999999999966,14.300000000000011,-67725,-304.0999999999767,63675,6450.0,N,-56175.0,Y,0.539999999999992,321.65,302.0,-4.199999999999989,-4.400000000000006,-4.400000000000006,170250,-94.44999999999709,70200,-18675.0,YES,33525.0,N,-0.4000000000000057,81.1,73.95,no signal,neutral
2025-06-20 12:45:00,17.0,19.299999999999272,20.0,-36600,-1391.4999999962747,39150,2025.0,YES,-6075.0,Y,0.680000000000291,25067.9,25040.9,18.0,18.19999999999999,18.30000000000001,-73125,-340.3999999999942,67950,-15675.0,YES,-13425.0,YES,0.6899999999999977,338.9,318.8,-2.5,-2.6000000000000085,-2.5999999999999943,24825,-90.10000000000582,78825,-39000.0,Y,25050.0,N,-0.4200000000000017,75.85,71.55,SELL,loss
2025-06-20 12:50:00,4.299999999999272,4.0,2.400000000001455,-49875,-1224.800000000745,36075,-10275.0,YES,27375.0,YES,0.6399999999994179,25078.0,25062.1,3.6999999999999886,3.650000000000034,3.6999999999999886,170325,-362.44999999998254,59250,-3675.0,N,12150.0,YES,1.0200000000000102,349.8,337.0,-0.7000000000000028,-0.44999999999998863,-0.45000000000000284,-99450,-87.65000000000873,69075,9375.0,YES,-675.0,YES,-0.5799999999999983,72.6,69.0,SELL,loss
2025-06-20 12:55:00,-2.400000000001455,-4.700000000000728,-1.9000000000014552,-170475,-1175.9999999981374,34350,-22950.0,YES,16725.0,N,0.5600000000013097,25075.0,25064.0,-5.25,-4.25,-4.25,-12600,-345.6499999999651,56325,-3150.0,N,-5325.0,Y,0.3300000000000125,347.7,336.25,-0.19999999999998863,0.04999999999999716,0.0,238575,-84.09999999999854,69075,-7725.0,Y,16650.0,N,-0.269999999999996,72.5,69.5,no signal,neutral
2025-06-20 13:00:00,7.299999999999272,7.5,2.900000000001455,-13350,-1082.199999999255,32775,11325.0,Y,5700.0,N,0.36999999999898137,25072.0,25058.0,4.949999999999989,4.800000000000011,4.800000000000011,-31800,-337.5,56250,13200.0,N,4650.0,N,0.39999999999997726,345.95,333.5,-0.6499999999999915,-0.5999999999999943,-0.7000000000000028,-30150,-84.69999999999709,68625,36375.0,YES,56700.0,Y,-0.21000000000000796,72.5,70.15,no signal,neutral
2025-06-20 13:05:00,26.599999999998545,23.599999999998545,22.0,3525,-1026.4000000003725,33975,-35025.0,YES,-26400.0,Y,1.1500000000014552,25093.0,25063.9,18.69999999999999,18.200000000000045,18.100000000000023,-26850,-369.6000000000058,52500,3225.0,N,-10350.0,Y,0.6500000000000057,363.75,338.4,-4.200000000000003,-4.150000000000006,-4.099999999999994,-45750,-81.05000000000291,72225,-112350.0,Y,55575.0,N,-0.4299999999999926,71.75,66.65,no signal,neutral
2025-06-20 13:10:00,-7.5,-9.799999999999272,-7.5,-2325,-1032.699999999255,34425,-58650.0,YES,31125.0,YES,0.8400000000001455,25095.0,25073.7,-4.449999999999989,-4.4500000000000455,-4.300000000000011,17850,-354.45000000001164,60225,-10650.0,YES,-1200.0,N,0.5100000000000193,362.75,347.35,1.9500000000000028,1.7999999999999972,1.7999999999999972,-74325,-81.59999999999127,75300,108150.0,YES,-68400.0,YES,-0.3400000000000034,69.7,66.25,SELL,neutral
2025-06-20 13:15:00,43.900000000001455,42.70000000000073,39.5,-52425,-1063.0,33600,7950.0,Y,-93225.0,Y,3.819999999999709,25125.0,25080.0,38.19999999999999,37.60000000000002,37.849999999999966,4275,-372.6499999999942,51000,19725.0,Y,-53100.0,Y,0.9799999999999898,392.3,352.2,-4.5,-4.700000000000003,-4.700000000000003,-88275,-78.04999999999563,75600,-69375.0,Y,35475.0,Y,-0.4899999999999949,69.3,63.85,BUY,neutral
2025-06-20 13:20:00,-27.099999999998545,-24.0,-25.0,32100,-1314.7000000011176,33525,-51675.0,YES,54975.0,YES,2.0099999999983993,25129.5,25097.9,-23.0,-22.44999999999999,-22.600000000000023,-7350,-387.6499999999942,55275,-29550.0,YES,20625.0,YES,0.7900000000000205,394.0,368.0,2.1000000000000085,2.0,2.0,-142425,-75.69999999999709,71850,46875.0,YES,-71475.0,YES,-0.5799999999999983,66.7,63.6,SELL,neutral
2025-06-20 13:25:00,18.0,13.599999999998545,18.700000000000728,-7650,-1329.4000000003725,30600,27225.0,Y,2100.0,Y,0.7399999999979627,25118.7,25099.3,11.800000000000011,11.399999999999977,11.75,1575,-342.30000000001746,54000,13350.0,Y,-825.0,Y,0.4399999999999977,382.75,367.5,-1.7999999999999972,-1.8499999999999943,-1.8500000000000085,244875,-71.15000000000146,66750,-12000.0,Y,-6750.0,Y,-0.18999999999999773,66.55,64.3,BUY,neutral
2025-06-20 13:30:00,-5.5,0.9000000000014552,-3.0,61350,-1092.8999999985099,39525,17325.0,N,-6075.0,Y,0.8600000000005821,25120.0,25110.0,1.650000000000034,1.0500000000000114,1.1000000000000227,40875,-354.1499999999651,55800,-8625.0,YES,2250.0,N,0.5999999999999943,386.4,376.65,0.9000000000000057,1.0499999999999972,1.0499999999999972,197700,-70.69999999999709,74550,22125.0,YES,-38400.0,YES,-0.37000000000000455,66.15,63.85,SELL,neutral
2025-06-20 13:35:00,-12.0,-11.299999999999272,-13.900000000001455,-21750,-1071.800000000745,37050,9825.0,N,3300.0,N,0.5999999999985448,25120.0,25100.5,-10.450000000000045,-10.350000000000023,-10.300000000000011,-13500,-345.04999999998836,51225,-5400.0,N,-5475.0,Y,0.3300000000000125,385.5,369.8,0.9000000000000057,0.75,0.8499999999999943,-3375,-73.05000000000291,59700,-51375.0,Y,-7500.0,Y,-0.18000000000000682,66.45,64.7,BUY,neutral
2025-06-20 13:40:00,1.9000000000014552,-2.100000000002183,1.5,30300,-1458.5,38475,29025.0,N,2100.0,Y,0.7399999999979627,25107.0,25086.6,-4.849999999999966,-4.550000000000011,-4.649999999999977,25575,-337.9999999999709,55875,2550.0,N,-2775.0,N,0.3400000000000034,372.95,358.0,-0.04999999999999716,-0.15000000000000568,-0.04999999999999716,-192675,-80.95000000000437,70200,-90375.0,Y,200775.0,Y,-0.28999999999999204,68.0,65.1,BUY,neutral
2025-06-20 13:45:00,5.700000000000728,5.700000000000728,2.2999999999992724,-16725,-1762.4000000003725,35325,10950.0,N,-675.0,Y,0.2900000000008731,25107.0,25091.7,2.3000000000000114,3.0,2.75,525,-314.7500000000291,49425,5550.0,N,-1125.0,N,0.3100000000000023,373.15,362.0,-0.10000000000000853,-0.19999999999998863,-0.20000000000000284,-116775,-73.60000000000218,64350,44850.0,YES,22875.0,N,-0.18000000000000682,67.6,65.05,no signal,neutral
