last_traded_time,ltp_1,bid_price_1,ask_price_1,bid_ask_diff_1,bid_ask_pr_diff_1,last_traded_qty_1,tot_buy_qty_1,tot_buy_sig_1,tot_sell_qty_1,tot_sell_sig_1,avg_trade_price_1,high_1,low_1,ltp_2,bid_price_2,ask_price_2,bid_ask_diff_2,bid_ask_pr_diff_2,last_traded_qty_2,tot_buy_qty_2,tot_buy_sig_2,tot_sell_qty_2,tot_sell_sig_2,avg_trade_price_2,high_2,low_2,ltp_3,bid_price_3,ask_price_3,bid_ask_diff_3,bid_ask_pr_diff_3,last_traded_qty_3,tot_buy_qty_3,tot_buy_sig_3,tot_sell_qty_3,tot_sell_sig_3,avg_trade_price_3,high_3,low_3,final_signal,result
2025-06-20 13:50:00,7.299999999999272,9.399999999997817,9.700000000000728,-94500,-1257.199999999255,39600,-6150.0,YES,19950.0,YES,0.5200000000004366,25115.0,25093.0,9.199999999999989,9.200000000000045,9.050000000000011,2550,-305.6000000000058,48600,8550.0,N,3075.0,N,0.3800000000000239,379.2,362.25,-1.25,-1.3000000000000114,-1.25,-25275,-78.95000000000073,64950,-51075.0,Y,43650.0,Y,-0.19999999999998863,67.0,64.0,no signal,neutral
2025-06-20 13:55:00,-16.69999999999709,-16.900000000001455,-19.0,58575,-1158.5999999996275,35100,19350.0,Y,11775.0,N,0.6000000000021828,25119.0,25090.9,-11.850000000000023,-11.800000000000011,-12.099999999999966,-6675,-276.70000000001164,52875,-9825.0,YES,5850.0,N,0.5599999999999739,384.0,361.6,3.8499999999999943,3.8500000000000085,3.8999999999999915,-116250,-74.55000000000291,61200,87675.0,YES,-57000.0,YES,-0.3100000000000023,69.55,63.9,SELL,neutral
2025-06-20 14:00:00,-1.2000000000007276,-3.0,-3.0,-36300,-916.2999999988824,35025,-32100.0,YES,21975.0,N,0.41999999999825377,25101.7,25093.1,-2.3000000000000114,-3.0500000000000114,-3.3000000000000114,-18750,-263.5,56700,-3375.0,N,8325.0,N,0.3100000000000023,371.4,362.5,0.5999999999999943,0.75,0.7999999999999972,-78600,-78.14999999999418,61725,42225.0,N,-6150.0,Y,-0.2600000000000051,69.25,66.75,no signal,neutral
2025-06-20 14:05:00,6.600000000002183,6.0,6.200000000000728,-8175,-1098.4000000003725,35175,-10125.0,Y,39225.0,N,0.33000000000174623,25107.9,25093.7,3.75,4.199999999999989,4.2999999999999545,-5550,-298.75,49275,-5550.0,YES,-8475.0,Y,0.37999999999999545,374.65,362.5,-0.8999999999999915,-1.0,-0.8999999999999915,83175,-71.84999999999854,57450,5700.0,N,-76275.0,YES,-0.18999999999999773,69.3,65.8,no signal,neutral
2025-06-20 14:10:00,-4.200000000000728,-3.0,-4.200000000000728,-65175,-725.7999999970198,33900,7275.0,N,-13950.0,Y,0.3899999999994179,25103.6,25090.1,0.19999999999998863,-0.0999999999999659,0.05000000000001137,-21075,-279.04999999998836,49050,-1350.0,N,14100.0,YES,0.3599999999999852,372.9,357.45,0.4000000000000057,0.5499999999999972,0.6000000000000085,-44100,-71.45000000000437,57975,51150.0,YES,-48975.0,Y,-0.21999999999999886,70.25,67.3,no signal,neutral
2025-06-20 14:15:00,-1.2999999999992724,0.2000000000007276,2.900000000001455,27525,-629.0999999996275,26250,8100.0,N,20550.0,YES,0.46000000000276486,25113.2,25096.5,1.8000000000000114,2.5,2.6499999999999773,-93225,-288.7499999999709,51825,675.0,N,-13200.0,Y,0.4399999999999977,381.5,366.35,0.15000000000000568,0.0,0.0,16050,-73.85000000000582,57450,-8850.0,Y,-5475.0,Y,-0.1599999999999966,68.95,66.7,BUY,neutral
2025-06-20 14:20:00,16.799999999999272,17.099999999998545,15.700000000000728,25650,-419.8999999985099,24825,63450.0,Y,-16125.0,Y,0.48999999999796273,25117.0,25090.6,16.399999999999977,15.649999999999977,15.699999999999989,11775,-299.5999999999767,57600,22500.0,Y,-5850.0,N,0.4099999999999966,385.85,363.1,-1.8499999999999943,-1.7999999999999972,-1.75,159825,-78.04999999999563,72300,-2175.0,N,4725.0,N,-0.29999999999999716,70.65,66.25,BUY,neutral
2025-06-20 14:25:00,-20.799999999999272,-20.900000000001455,-21.799999999999272,81375,-471.09999999962747,47625,-123450.0,YES,21225.0,YES,0.9200000000018917,25116.9,25092.0,-20.75,-19.19999999999999,-19.5,-18375,-318.6000000000058,53175,-34050.0,YES,7200.0,N,0.4300000000000068,385.95,362.8,2.8499999999999943,2.5,2.549999999999997,59775,-71.45000000000437,68775,-64800.0,Y,-27300.0,YES,-0.18999999999999773,70.0,66.6,SELL,neutral
2025-06-20 14:30:00,-2.8000000000029104,-3.0,-2.900000000001455,-32775,-507.69999999925494,28575,900.0,Y,17400.0,N,0.37999999999738066,25099.9,25091.6,-2.3000000000000114,-1.25,-0.8999999999999773,-12750,-326.4000000000233,56250,4425.0,Y,6300.0,N,0.27000000000001023,370.0,360.15,0.5999999999999943,0.7000000000000028,0.7000000000000028,49350,-66.75000000000728,70725,63750.0,YES,-21675.0,N,-0.25,71.15,67.4,no signal,neutral
2025-06-20 14:35:00,14.400000000001455,15.0,16.900000000001455,27150,-580.0000000009313,23325,-24075.0,YES,14925.0,N,0.3899999999994179,25111.4,25091.6,15.0,14.850000000000023,14.800000000000011,-18300,-313.5999999999767,53475,8625.0,N,-5025.0,Y,0.3199999999999932,379.0,361.3,-2.200000000000003,-2.3500000000000085,-2.450000000000003,229050,-65.94999999999709,63300,-74550.0,Y,36675.0,Y,-0.23000000000000398,71.15,67.1,BUY,neutral
2025-06-20 14:40:00,-15.200000000000728,-13.099999999998545,-16.80000000000291,0,-441.4000000022352,28725,-15975.0,N,10125.0,N,0.6399999999994179,25107.4,25090.8,-15.5,-14.600000000000023,-14.5,-30375,-251.04999999998836,46350,-6225.0,YES,9675.0,N,0.19999999999998863,378.1,362.0,1.5999999999999943,1.7000000000000028,1.7000000000000028,-145350,-60.25,57075,82200.0,YES,-34350.0,YES,-0.20000000000000284,70.15,68.45,SELL,loss
2025-06-20 14:45:00,-6.200000000000728,-3.100000000002183,-1.3000000000029104,100575,-807.2999999998137,27000,33975.0,Y,17700.0,N,0.7600000000020373,25094.6,25080.0,-1.7000000000000455,-1.5500000000000114,-1.0500000000000114,-22500,-276.1000000000058,51600,8250.0,N,-2325.0,Y,0.3199999999999932,365.65,352.45,0.20000000000000284,0.04999999999999716,0.0,24525,-66.45000000000073,57375,-101775.0,Y,99975.0,Y,-0.3200000000000074,72.5,68.8,BUY,win
2025-06-20 14:50:00,2.7000000000007276,2.7000000000007276,0.3000000000029104,33375,-916.8999999985099,32175,-12375.0,YES,-16275.0,Y,0.3599999999969441,25094.0,25080.4,2.0,3.3500000000000227,2.75,-23400,-276.1499999999942,55650,3675.0,N,-1425.0,N,0.20000000000001705,363.55,353.0,-0.7999999999999972,-1.4499999999999886,-1.4500000000000028,-86775,-67.69999999999709,56700,13350.0,YES,56775.0,N,-0.21999999999999886,72.45,68.7,no signal,neutral
2025-06-20 14:55:00,11.5,7.099999999998545,9.599999999998545,-45150,-1285.7999999988824,32925,-15150.0,YES,21225.0,YES,0.680000000000291,25100.0,25085.0,6.850000000000023,6.899999999999977,6.949999999999989,-50700,-297.7500000000291,47925,13350.0,N,-9150.0,Y,0.18999999999999773,369.5,356.5,-0.6500000000000057,-0.75,-0.6500000000000057,-193500,-66.79999999999927,51075,-26700.0,Y,-9150.0,YES,-0.2400000000000091,71.35,68.0,no signal,neutral
2025-06-20 15:00:00,9.299999999999272,13.299999999999272,9.400000000001455,15825,-1155.3999999985099,42225,-21000.0,YES,-5625.0,Y,3.150000000001455,25115.0,25088.0,12.5,12.199999999999989,12.199999999999989,-37950,-342.4000000000233,48075,-3300.0,YES,-18450.0,Y,0.8299999999999841,382.0,360.5,-1.8500000000000085,-1.8500000000000085,-1.8499999999999943,-130200,-63.799999999995634,57300,-55950.0,Y,41775.0,Y,-0.480000000000004,70.2,65.55,BUY,neutral
2025-06-20 15:05:00,12.0,12.099999999998545,12.0,19500,-1020.0,40275,41175.0,Y,-14100.0,Y,3.860000000000582,25133.2,25107.4,13.049999999999955,14.099999999999966,14.0,28500,-307.8999999999942,45300,9300.0,N,-10350.0,N,0.8100000000000023,397.05,377.0,-1.7999999999999972,-1.7000000000000028,-1.6999999999999886,-267150,-59.799999999995634,65025,-38850.0,N,-130575.0,YES,-0.769999999999996,67.75,62.7,no signal,neutral
