last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
25-04-2025 09:15,-19,-15.3,-14,-252150,-612.2,28050,16125,N,64200,N,6.19,24479.7,24460.7,25-04-2025 09:15,-9.05,-9.05,-8.9,2250,-73.75,21750,249600,N,158100,N,-0.64,25-04-2025 09:15,7.4,7.15,7.15,15675,-77.4,23100,184200,N,48675,N,-2.49
25-04-2025 09:20,-18.5,-14.6,-17.3,-3000,-1015.1,39675,28125,N,65025,N,-3.7,24463.1,24446,25-04-2025 09:20,-9.65,-9.8,-9.65,-24300,-112.3,39525,-15825,YES,188700,YES,-5.31,25-04-2025 09:20,-0.05,1.2,1.4,4875,-154.55,42600,-34500,Y,37500,N,1.69
25-04-2025 09:25,-1,-2.6,-3.8,-42150,-1113.3,37275,-5400,YES,10350,N,-2.89,24446.4,24446.4,25-04-2025 09:25,0.6,0.2,0.3,-23100,-112.35,38175,54300,Y,96150,N,-1.84,25-04-2025 09:25,11.4,9.7,9.7,16350,-165.7,37500,75450,YES,2100,YES,1.8
25-04-2025 09:30,-35.4,-37.3,-35,98625,-1128.7,34575,-22125,YES,24675,N,-7.35,24445.4,24410,25-04-2025 09:30,-15.05,-14.8,-14.85,13800,-105.6,36600,-42525,YES,144450,YES,-3.26,25-04-2025 09:30,22.25,21.75,21.95,-6300,-173.3,41475,7125,N,-9900,YES,5
25-04-2025 09:35,-32.2,-33.1,-32.6,134475,-1085.7,37500,42225,Y,-2925,Y,-11.87,24408.2,24376,25-04-2025 09:35,-10.35,-10.15,-10.05,166500,-98.5,41850,-27975,N,100425,N,-3.79,25-04-2025 09:35,16.6,15.2,15.3,-4125,-179.7,36075,-53475,Y,-19275,YES,5.64
25-04-2025 09:40,-33.6,-33.1,-27.7,486150,-1162.4,42225,-25650,YES,36075,YES,-17.08,24375,24341.4,25-04-2025 09:40,-8.3,-8.05,-8.05,-85800,-87.4,40425,14625,Y,16425,N,-4.24,25-04-2025 09:40,20.8,21.95,21.95,-3300,-209.5,36750,-13575,YES,-50175,YES,6.11
25-04-2025 09:45,-46,-40.1,-45.4,52350,-1545.1,38625,24675,Y,63750,YES,-15.5,24348.7,24305,25-04-2025 09:45,-11.5,-11.85,-11.85,85575,-87.05,44625,-17700,YES,102225,YES,-4.82,25-04-2025 09:45,25.65,27.6,27.7,-6075,-245.35,45450,17775,YES,-14625,Y,7.22
25-04-2025 09:50,-40,-40.8,-37.4,579975,-1236.5,38025,17175,N,-41325,Y,-23.66,24300,24262.2,25-04-2025 09:50,-12.3,-12.35,-12.4,14625,-75.85,46875,-29250,YES,29475,N,-4.32,25-04-2025 09:50,24.3,25.15,25.1,8325,-246.2,38475,-10800,Y,-9300,N,5.65
25-04-2025 09:55,-49.3,-51.4,-49.2,71175,-1588.9,42000,17325,N,31800,YES,-23.98,24264.8,24218.7,25-04-2025 09:55,-10,-9.85,-9.9,-67500,-67.85,41625,21600,Y,123450,YES,-5.51,25-04-2025 09:55,43.1,42,42.05,18750,-302.05,37650,-10275,N,-18450,YES,8.31
25-04-2025 10:00,-116.7,-114.2,-111.9,677100,-1405.3,46500,-37650,YES,2250,Y,-39.04,24218.7,24103.8,25-04-2025 10:00,-13.2,-13.1,-13.2,-9150,-60.85,49725,-35250,YES,-22575,Y,-5.27,25-04-2025 10:00,100.9,99.15,99.55,-10350,-381.55,36525,-29175,Y,-17850,N,8.22
25-04-2025 10:05,13.1,14.9,14.8,16425,-1492.3,39300,93450,Y,37275,YES,-24.49,24104.1,24112.1,25-04-2025 10:05,3.75,3.45,3.55,-21450,-57.95,40125,56475,Y,-55575,Y,-4.01,25-04-2025 10:05,-10.9,-12.05,-12.2,-16425,-457.5,38625,-7500,YES,24600,Y,4.52
25-04-2025 10:10,43.8,44,43.2,-16950,-1505,39600,27075,N,5325,N,-11.15,24115,24158.8,25-04-2025 10:10,4.75,4.6,4.65,-80250,-62.45,42975,27900,N,24375,YES,-2.33,25-04-2025 10:10,-42.4,-42.45,-42.65,8625,-362.35,32700,-8925,Y,10875,N,2.56
25-04-2025 10:15,5,9.4,11.5,29775,-1457.7,40350,25050,N,-17775,Y,-6.67,24160,24171.2,25-04-2025 10:15,-0.6,-1,-0.9,27225,-67.15,44250,14925,N,8325,N,-1.62,25-04-2025 10:15,-9.55,-9.7,-9.45,7725,-354.3,46875,-3900,N,1275,YES,2.27
25-04-2025 10:20,-11.4,-8.3,-6.2,16200,-2455.8,64950,18450,N,16125,YES,-3.5,24168.4,24150,25-04-2025 10:20,-4.9,-5.15,-5.1,-13875,-62.2,42375,7800,N,32175,YES,-1.36,25-04-2025 10:20,8.75,7.85,7.7,16800,-348.8,40350,-5025,Y,450,YES,1.39
