last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
16-04-2025 09:15,-1.4,-7.4,-2.6,58500,-606.3,22650,16425,N,225,N,-1.08,23300.2,23294.1,-2.6,-1.95,-2.05,51375,-36.7,29175,1631925,N,528975,N,-3.03,1.95,1.3,1.3,-68025,-53.3,26325,944175,N,288300,N,-3.11,-85.2,-87.8,-85,-4740,-2474,11610,2730,N,19320,N,4.92
16-04-2025 09:20,22.5,27.4,24,24825,-842.4,32775,20925,N,21300,YES,3.1,23298.7,23321.4,6.65,6.25,6.25,-5175,-54.6,49500,-742425,YES,150600,N,0.55,-13,-13.95,-14,44625,-70.2,42150,-4928100,Y,521325,Y,-4.08,117.8,128,127.4,-14820,-2575.8,17520,14910,N,3750,N,14.31
16-04-2025 09:25,21.9,27.2,28.4,47925,-752.3,33525,14775,N,30150,N,7.24,23321.6,23343.5,15.2,14.85,14.9,-54150,-55.95,47475,87600,Y,-11100,Y,3.86,-11.4,-11.55,-11.6,73350,-58.4,47400,56250,YES,345825,N,-5.65,53,50,46,-73980,-2124.4,17370,4710,N,-300,Y,22.06
16-04-2025 09:30,-1.5,0.5,-0.8,54525,-876.8,36075,29475,N,-11475,Y,4.76,23348.5,23347,1.75,2.5,2.55,-50925,-65.05,47625,20925,N,297375,YES,2.61,-2,-1.9,-1.85,29100,-50.4,50925,338475,YES,212775,N,-3.71,63,59.2,59.8,-20250,-2396,15750,7230,N,4050,N,23.75
16-04-2025 09:35,13.9,13.2,15.6,45225,-1085.1,33375,-2550,YES,6075,N,4.95,23346.1,23360,10.55,11,11.1,-382725,-71.35,48525,-194775,YES,-292500,Y,3.61,-1.3,-1.3,-1.3,-9675,-51.85,49125,141150,N,143400,N,-2.35,15.6,16.4,30,-12630,-2181.6,13140,30,YES,7680,N,14.23
16-04-2025 09:40,17.9,17.7,16.1,-218475,-801.1,36675,16950,N,-16125,Y,4.95,23360.4,23381,18.55,18,18.05,2325,-82.15,46650,61650,Y,-122925,YES,3.49,-6.3,-6.25,-6.3,289200,-49.4,54525,-127800,Y,182850,Y,-2.21,27.8,20.8,10,54150,-2038,16140,2910,N,16620,N,12.7
16-04-2025 09:45,-14.8,-14.5,-11.4,21075,-1392.5,42225,-7125,YES,23700,YES,5.08,23381,23369.1,-9.95,-10.05,-10,9750,-82.9,41550,-234000,YES,282825,YES,2.41,4.05,3.95,3.95,-269700,-50.4,57300,347100,YES,-114750,YES,-1.47,-35,-38.2,-35,33690,-2870.8,13200,-3300,YES,4980,N,8.05
16-04-2025 09:50,9.3,9.3,6.3,-19500,-727.9,30525,-10575,YES,750,Y,1.72,23366.2,23375.5,4.55,4,4,105975,-79.4,53400,111975,Y,174750,N,1.27,-4.1,-4.1,-4.05,43725,-48.6,60225,22650,N,171000,Y,-1.22,46.8,47.6,39.8,540,-2546.4,14730,-3390,YES,-9510,Y,9.61
16-04-2025 09:55,-6.9,-9.2,-7.4,-30900,-812.3,31800,6825,N,209250,YES,2.54,23375.5,23368.6,-7.95,-7.8,-7.8,31500,-77.35,43275,-172725,YES,-3975,Y,1.55,0.7,0.45,0.45,-176925,-47.45,60900,-217950,Y,-31500,YES,-1.71,-21.6,-22.2,-21.8,-28260,-1681.2,17280,-360,N,6240,N,4.58
16-04-2025 10:00,12.3,13,12.3,16500,-763,32775,-6450,YES,11400,N,1.18,23368.6,23380,6.55,5.85,5.8,-8550,-71.8,44700,149700,Y,206850,YES,0.79,-1.7,-1.4,-1.35,-12675,-44.4,60225,217275,YES,219825,Y,-0.85,50.8,51,56,9180,-1593.8,16050,-4230,YES,-1230,Y,8.73
16-04-2025 10:05,-10,-12,-10.3,-38850,-828.3,34275,4725,N,13425,N,1.07,23380,23369,-8.2,-8.25,-8.3,15975,-72.4,39600,99375,N,231225,YES,0.51,6.05,6.2,6.2,82275,-48.85,59925,71100,N,-272025,YES,-0.52,4,0,1.8,15780,-1966.4,14400,4320,N,4740,N,5.84
16-04-2025 10:10,-3.1,-2.5,-1.6,-28800,-567.7,21525,8325,N,8850,N,0.47,23369,23369,0.25,0.1,0.05,-39000,-68.05,46050,5625,N,133950,N,0.31,-0.3,-0.5,-0.4,-10575,-50.2,56175,29850,N,206475,Y,-0.36,-18,-13.6,-17.8,4860,-2307.4,11580,-780,YES,8730,N,2.93
16-04-2025 10:15,-46.1,-43.8,-41.5,-1575,-1160.5,31050,10200,N,22875,N,0.27,23369,23325,-22.15,-22.2,-22.3,-83175,-63.65,47325,-529800,YES,36975,N,-0.38,21.35,21.4,21.5,-88875,-57.5,49650,199575,YES,-1061850,YES,0.84,-80,-81,-80.4,4950,-2639.8,16740,-3090,YES,9630,N,4.84
16-04-2025 10:20,-18.9,-17,-19.1,102600,-980,37875,9150,N,-1650,Y,-1.72,23325,23306.1,-4.15,-4.4,-4.45,11025,-55.95,61575,489675,Y,367575,YES,-1.11,12.4,12.75,12.8,-62925,-71.35,54300,-30300,Y,-67125,Y,2.14,-59,-55,-59.2,-94050,-2363.2,15960,-2460,N,3300,N,1
16-04-2025 10:25,17.1,16.7,19.8,-34350,-1231.4,30375,19500,N,-900,N,-0.79,23306,23323.8,6.7,6.7,6.75,-91500,-52.9,54600,304725,N,-139950,Y,-0.66,-10.55,-10.5,-10.55,248400,-69.2,47175,-270000,Y,263775,Y,0.91,67.4,68.8,78,210,-2939,13290,150,N,9300,N,1.15
16-04-2025 10:30,-27.3,-27.1,-26.5,40275,-997.6,28500,-46050,YES,23025,YES,-1.64,23323.8,23300,-5.5,-5.3,-5.35,86925,-50,60525,-288150,YES,191925,YES,-0.71,22.25,22.1,22.1,-114225,-71.2,55425,42225,YES,-989175,YES,2.1,-77,-69.4,-75,8550,-2336.4,12450,4380,N,-9690,Y,0.51
16-04-2025 10:35,9,8.9,3.5,17475,-778.8,33675,19425,Y,1725,Y,-0.86,23296,23305,1.5,1.7,1.65,5400,-49.1,54450,369825,Y,84900,N,-0.46,1.85,1.7,1.8,-53625,-84.35,47625,22050,N,446700,Y,1.73,-2,-3,-16.4,-15990,-2289.2,13560,1230,YES,16380,YES,0
16-04-2025 10:40,5.1,5.5,6.5,150000,-735.5,33150,1125,YES,9375,N,-0.8,23304.9,23311.6,-0.05,0.1,0.1,135150,-52.75,66075,75150,N,155550,YES,-0.3,-6.35,-6.8,-7,-44850,-83.6,54600,-46275,Y,164850,N,0.9,36,29.6,32.2,-11880,-2141.8,12750,1860,N,9300,N,0.09
16-04-2025 10:45,-0.6,3.6,2.6,-19125,-1054.7,23400,16650,N,-5175,Y,-0.26,23311.6,23310.8,3.1,3.2,3.2,6900,-57.15,59100,-13500,YES,-157800,Y,-0.27,-2.1,-2.2,-2.1,-45675,-75.55,44550,-2325,YES,10500,N,0.59,-7.2,-13.8,-8.2,-480,-2034.2,9930,1170,YES,-1980,Y,0.46
16-04-2025 10:50,-8.4,-7.9,-4.7,48525,-746.6,24450,-53100,YES,3150,N,-0.44,23312.7,23302.5,-1.3,-1.4,-1.45,-34050,-58,62700,-49500,YES,57075,YES,-0.18,6.7,5.9,5.9,-6300,-80.45,49125,120825,YES,153675,Y,0.69,-8,-2,-8.4,12570,-1450.2,13050,1530,N,900,N,0.53
16-04-2025 10:55,-11.5,-10,-12.2,93150,-1085.1,28800,-7125,Y,-11550,Y,-0.91,23302.5,23292.6,-0.85,-0.85,-0.9,39000,-51.35,57225,-53700,YES,129675,YES,-0.25,10.45,11.3,11.3,-196500,-84.1,45525,-39450,Y,-670950,YES,1.44,-32.4,-26.8,-23.8,2040,-2189.6,10620,960,YES,-6030,Y,-0.02
16-04-2025 11:00,-7.5,-5.5,-6,172125,-756.2,31575,-14175,YES,14850,YES,-2.25,23295.5,23288,-0.3,-0.45,-0.45,-105150,-52.2,65775,179700,Y,750,Y,-0.29,3.05,3.45,3.45,28425,-92.95,48150,-143325,Y,-48000,Y,1.88,-13.6,-12.4,-13,330,-2394.6,13890,3120,N,1290,N,-1.55
