last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
17-04-2025 09:15,-21,-21.3,-18.9,21000,-543.1,21825,7650,N,10200,N,-0.53,23406,23387,0.45,0.5,0.45,63375,-20.7,33375,3764325,N,429075,N,0.44,17.6,17.7,17.7,44400,-32.6,17925,929475,N,-61725,N,4.51,-17.6,-18.6,-26.2,-4170,-1572.8,9570,6780,N,16110,N,37.26
17-04-2025 09:20,-37,-34.6,-37,128550,-912.6,42225,60225,Y,10725,N,-17.23,23387,23350,-9.05,-9.15,-9.15,144975,-31.9,71175,1065675,N,1087875,YES,-2.59,30.75,31.2,31.25,47325,-98.6,42975,174375,N,-142350,YES,14.71,-75.4,-73.6,-68.6,-420,-2600.2,18120,9420,N,-660,Y,-10.16
17-04-2025 09:25,-8.1,-5,-6.7,136575,-1033.6,36525,57900,N,5475,N,-8.61,23349.6,23341.5,0.05,0,-0.05,-69825,-27.35,86700,948075,N,628200,N,-2.04,6.25,5.2,5.35,-64725,-110.6,40050,-27225,Y,26325,Y,6.47,-7.4,-15.6,-5.6,6210,-3000.6,15240,3150,N,-3240,Y,-13.94
17-04-2025 09:30,7,3,5.3,55350,-765,36150,21825,N,8625,N,-4.33,23340,23347,4.4,4.3,4.35,42375,-30.9,75900,260025,N,-141000,Y,-0.49,-5.05,-6.45,-6.45,-10800,-108.25,38400,-18375,N,135675,Y,2.86,97.2,85.4,82.8,-5880,-3314.2,13500,-2070,YES,870,N,3.78
17-04-2025 09:35,19.5,22,19.5,57375,-849.7,32100,44400,Y,8925,N,-1.02,23347,23366.5,4.95,5.1,5.1,15750,-36.45,69450,394200,Y,20925,YES,0.29,-24.15,-22.25,-22.3,9450,-100.75,39300,-59400,Y,264075,Y,0.54,10.4,2.4,1.2,25950,-3165.8,13440,9090,N,2280,N,3.96
17-04-2025 09:40,47.6,47.1,47.6,65625,-874.1,33600,-5550,YES,19950,N,4.92,23368,23415.6,23.6,23.5,23.45,91950,-50.2,54375,-736950,YES,-1432350,Y,5.17,-29.35,-28.9,-28.95,33525,-77.3,46200,2265075,YES,281475,N,-5.47,82.6,98,96.4,-840,-2762.4,17070,750,YES,-90,Y,16.6
17-04-2025 09:45,30.9,27.8,29.5,-53400,-930.2,35325,53025,Y,225,Y,12.7,23413.1,23444,17.4,17.5,17.55,73275,-61.25,42675,-153075,Y,-205800,YES,5.6,-15.65,-15.25,-15.25,80700,-54.25,52800,457800,N,485775,Y,-8.66,124.4,115.6,106.2,-3210,-3237,13620,20010,N,-1230,Y,28.8
17-04-2025 09:50,-10,-10.7,-11,43875,-934.3,36975,-15450,YES,36375,YES,2.78,23444,23434,-17.65,-17.7,-17.65,21750,-60.1,48900,44175,Y,500100,YES,2.27,-4.6,-4.9,-4.9,320400,-51.15,53400,172350,N,656775,Y,-6.06,-5,2.4,5,51030,-2978.4,13590,-1830,YES,15630,N,18.55
17-04-2025 09:55,-5.8,-9.3,-8.6,25950,-992.6,33975,10725,Y,375,Y,2.1,23430.1,23424.5,-9.95,-9.9,-9.9,-6600,-48.8,48975,381975,Y,320700,N,0.56,-3.05,-2.3,-2.35,83700,-51.85,51375,220800,YES,494100,N,-5.09,-19.6,-19.8,-8.8,3270,-3502.8,14940,4980,N,-1980,Y,7.78
17-04-2025 10:00,-12.9,-10.6,-13.5,129150,-875.6,34275,47550,Y,-20325,Y,1.15,23422.6,23409.7,-4.7,-4.8,-4.85,-85725,-44.15,60000,391275,N,211050,N,-0.16,8.95,8.05,8.05,12900,-52.45,54375,543975,YES,-521325,YES,-4.23,-19.6,-10.6,-19.6,1680,-3478,14400,-12360,YES,22530,YES,7.3
17-04-2025 10:05,-41.2,-38,-35.7,117675,-769,30750,-31275,YES,-2025,N,0.14,23409.7,23368,-16.15,-15.65,-15.7,-47625,-35.4,63525,-864825,YES,619050,YES,-0.87,28.6,26.95,27,-161850,-60.6,49800,-39075,Y,-1281300,YES,-1.2,-70.8,-71.4,-81,-1380,-3063.8,13800,-22470,YES,-12540,Y,5.41
17-04-2025 10:10,2,2.5,4.9,12750,-956.8,30075,51900,Y,-19275,Y,-1.02,23368.5,23370.5,7.3,6.85,6.85,-23175,-28.95,64575,1143900,Y,104475,N,-1.15,6.9,7.45,7.3,43875,-79.25,38775,-534225,Y,93075,Y,1.78,-1.6,15,11.8,5160,-3116.8,12870,4590,Y,17070,YES,2.54
