last_traded_time,ltp,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
2025-04-01 14:25:00,420.0,12525,-211.04999999998836,28500,-525.0,N,375.0,YES,0.06999999999999318
2025-04-01 14:30:00,421.9,20400,-244.95000000001164,31350,5925.0,N,-3375.0,YES,0.27000000000001023
2025-04-01 14:35:00,412.55,18450,-245.14999999999418,29100,-1425.0,Y,1350.0,N,0.3400000000000034
2025-04-01 14:40:00,409.0,14625,-219.89999999999418,37425,-6150.0,Y,2475.0,N,0.20000000000001705
2025-04-01 14:45:00,413.0,29700,-257.6999999999971,27825,-900.0,N,2175.0,YES,0.21999999999999886
2025-04-01 14:50:00,418.1,28050,-232.45000000001164,25200,525.0,N,-1800.0,YES,0.2599999999999909
2025-04-01 14:55:00,411.15,21225,-219.65000000000873,35400,-126000.0,Y,-3600.0,YES,0.18999999999999773
2025-04-01 15:00:00,401.4,28125,-271.1000000000058,38250,1583100.0,YES,6000.0,N,0.4099999999999966
2025-04-01 15:05:00,386.0,16125,-284.550000000032,35325,0.0,Y,825.0,YES,0.5
2025-04-01 15:10:00,393.25,1125,-244.40000000002328,30975,-3000.0,Y,-2400.0,YES,0.22999999999998977
2025-04-01 15:15:00,392.0,-50100,-227.4499999999971,42750,450.0,N,-1800.0,N,0.46999999999999886
2025-04-01 15:20:00,406.7,-37275,-252.55000000001746,44925,18450.0,N,-6075.0,YES,0.5
2025-04-01 15:25:00,406.0,-53550,-255.29999999998836,33450,-1624875.0,Y,-19725.0,YES,0.7699999999999818
