last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
07-04-2025 09:15,-103.55,-97.05,-99,59475,-702.9,25950,-750,N,26850,N,-26.26,22077.05,21973.5,-45.05,-42.65,-43,-6150,-128,17175,45525,N,30825,N,-41.48,102.45,103.2,102.55,-375,-336.45,20850,-471375,N,13950,N,28.8,-411.05,-413.55,-404.25,50940,-2364.05,8460,-11760,N,30750,N,-12.71
07-04-2025 09:20,157.35,154.95,150.5,289575,-1641.7,53700,228075,Y,-214950,Y,3.04,21970.6,22127.95,47.25,50.45,50.6,5550,-250.85,36600,46200,N,20775,N,-14.97,-120.9,-118.9,-119.6,234825,-475.4,39975,-1710000,Y,33375,N,11.79,232.1,239.05,240.6,8040,-4313.1,17100,16230,Y,-10950,Y,-18.39
07-04-2025 09:25,30.5,35.6,33.2,254850,-949.05,44550,71250,N,28200,YES,6.57,22124.5,22155,-1.35,1.25,1.2,-13200,-212.05,36225,15825,N,26625,N,-0.72,-20.3,-21.4,-21.7,-19200,-256.2,36900,-33825,YES,2700,YES,-6.58,36.35,17.75,11.6,2040,-4903.15,15030,3840,N,5040,N,12.36
07-04-2025 09:30,75,74.3,80.15,-123825,-1332.95,40350,-7650,YES,-53625,Y,21.82,22155,22230,53.3,55,55.25,-17775,-259.2,33300,14850,N,3450,N,14.05,-28.4,-28.35,-28.55,-5700,-211.35,32925,-23100,N,25200,Y,-15.48,119,102.75,95.6,-45930,-5257.3,15990,7680,N,4650,N,12.91
07-04-2025 09:35,-107.85,-99.85,-94.25,-84375,-1617.8,37875,-51150,YES,21450,YES,4.3,22228.45,22120.6,-64.75,-54.05,-54.15,-2325,-228.75,34200,-25200,YES,47400,YES,0.44,70.3,49.55,49.9,-13500,-280.75,38475,364800,YES,-15825,YES,-2.81,-163.95,-139.95,-146.95,-94800,-3442.1,16260,-9360,YES,17250,N,1.57
07-04-2025 09:40,5.15,4.8,9.9,-77475,-1302.25,42450,2775,Y,117675,YES,-0.77,22108,22113.15,6.15,5.55,5.5,18000,-185.45,37350,62925,Y,33375,N,-3.83,-21.05,-19,-19,9975,-318.8,41475,-30300,Y,19275,Y,2.28,-41.55,-44.4,-49.55,-148710,-3024.65,15390,5910,N,-5670,Y,-8.68
07-04-2025 09:45,-12.2,-11.15,-13.05,143850,-1271.35,37500,31200,Y,38700,N,-1.29,22119.15,22106.95,-9.6,-7.7,-7.5,-9975,-189.2,37425,2175,YES,36000,N,-3.34,12.65,10.15,10.4,1650,-289.35,34800,85575,YES,4500,N,1.71,9.6,7.1,12.8,-6090,-3067.55,15660,-11430,YES,1710,N,-6.08
07-04-2025 09:50,5,6.85,5.55,-22875,-1737.6,36750,112275,Y,-18900,Y,-0.04,22100,22105,-5.45,-4.45,-4.6,-27525,-185.55,35925,7125,N,10950,N,-2,-10.1,-11.3,-11.3,1950,-281.4,40275,155925,YES,9600,N,0.2,38.55,43.2,33.05,5040,-3980.05,14880,10620,Y,-5400,Y,-1.23
07-04-2025 09:55,-57.05,-55,-53.25,802050,-1240.05,41475,-90900,YES,-2400,N,-1.7,22107.05,22050,-29.55,-28.3,-28.4,-75,-175.2,35400,14175,N,41325,YES,-3.47,35.5,35.65,35.5,5700,-286.65,37200,51600,N,-11400,YES,1.14,-115,-113.55,-112.2,-3630,-3590.5,13740,-6360,YES,4470,N,-2.92
07-04-2025 10:00,23.65,23.4,23.95,54900,-1324.6,38325,29700,Y,328800,YES,-0.87,22050,22073.65,11.55,11.75,11.95,-8775,-155.55,35775,23250,N,4500,N,-2.06,-12.75,-13.95,-14.1,-12150,-256.15,31350,14475,N,7425,N,0.67,-50,-40,-42.95,240,-4157.95,15210,5400,N,4170,N,-5.24
