last_traded_time,ltp,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp.1,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty.1,tot_buy_qty.1,tot_buy_sig.1,tot_sell_qty.1,tot_sell_sig.1,avg_trade_price.1,ltp.2,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty.2,tot_buy_qty.2,tot_buy_sig.2,tot_sell_qty.2,tot_sell_sig.2,avg_trade_price.2,n_diff
01-04-2025 11:55,23347.0,-45600,0.05,32550,8325,N,5775,N,-3.27,23335.0,23347.0,15.2,-859425,0.05,74025,95775,Y,-96450,Y,-0.27,390.0,-16725,0.05,29400,12675,N,-1425,YES,0.34,813825
01-04-2025 12:00,23331.6,20925,1.7,33300,-300,YES,-3600,Y,-2.97,23347.0,23331.6,14.15,-307725,0.0,74475,39300,N,99375,YES,-0.26,407.15,23475,0.45,48225,375,Y,450,N,0.84,328650
01-04-2025 12:05,23348.8,9600,0.3,32550,18900,N,-4500,Y,-2.96,23332.25,23348.8,15.1,-1708650,0.0,78525,-34425,YES,-106950,Y,-0.28,388.7,-17550,0.15,35775,-10050,Y,4500,N,0.36,1718250
01-04-2025 12:10,23361.35,1575,-1.45,32025,17025,N,-15375,Y,-2.57,23345.9,23361.35,15.6,-819675,0.0,75750,19725,Y,-84825,YES,-0.32,375.55,-5850,-5.68e-14,31425,-3150,N,4875,N,0.52,821250
01-04-2025 12:15,23395.0,-16500,2.45,32475,6450,N,-4350,N,-2.04,23363.9,23395.0,17.3,-251625,0.0,79500,-31425,YES,-38400,YES,-0.42,342.25,3375,-0.25,43275,9825,N,7875,N,0.81,235125
01-04-2025 12:20,23363.5,8250,3.2,25125,6525,N,4125,N,-0.56,23395.0,23363.5,14.6,193125,-0.05,73425,-33600,YES,24000,YES,-0.31,374.9,-17325,0.0,34050,2100,Y,-12000,YES,0.49,-184875
01-04-2025 12:25,23365.0,-2700,-1.9,28350,4350,N,6075,N,-0.58,23363.15,23365.0,14.95,342600,0.0,81975,105750,Y,85800,YES,-0.23,374.25,-29250,-0.1,36900,1200,Y,-825,N,0.59,-345300
01-04-2025 12:30,23382.25,-32325,-0.5,34050,-27375,YES,8325,N,-0.87,23365.0,23382.25,15.55,417075,-0.05,83250,7275,N,-52500,Y,-0.31,350.85,-10350,-0.3,38250,-12975,Y,2025,N,0.41,-449400
01-04-2025 12:35,23396.0,-36900,0.15,31350,-55125,YES,24225,N,-0.58,23386.5,23396.0,16.6,310275,0.0,78825,46200,Y,3600,YES,-0.31,334.4,-1800,-0.15,42750,11700,YES,16950,N,0.45,-347175
01-04-2025 12:40,23375.25,25275,0.2,31425,-1875,Y,-3000,Y,-0.56,23395.8,23375.25,14.7,-209400,0.0,84825,53025,N,47550,YES,-0.3,357.15,7500,-0.3,32400,-7050,Y,-20325,YES,0.36,234675
01-04-2025 12:45,23363.45,675,-3.2,32100,-27150,YES,-9450,Y,-0.74,23375.25,23363.45,14.4,614700,-0.05,74250,3150,N,25050,N,-0.25,368.35,-5550,0.05,30900,-2400,N,75,Y,0.33,-614025
01-04-2025 12:50,23363.0,750,2.3,26400,16800,Y,7350,N,-0.57,23363.45,23363.0,14.05,1082850,0.0,66225,63675,Y,-19275,Y,-0.16,371.55,4950,0.0,27600,-975,N,-1950,YES,0.24,-1082100
01-04-2025 12:55,23350.0,-8175,1.0,30450,-5850,YES,-4725,Y,-0.99,23363.0,23350.0,13.35,1094025,0.0,68175,-51825,YES,11625,YES,-0.22,382.05,-14175,0.15,35475,-2250,Y,-450,N,0.36,-1102200
01-04-2025 13:00,23331.0,-38100,0.05,32475,-9975,YES,-8775,Y,-1.37,23350.0,23331.0,12.95,1285275,0.05,76725,-69975,YES,40350,YES,-0.24,399.5,-10725,0.0,38775,3150,N,-7125,YES,0.58,-1323375
01-04-2025 13:05,23339.35,56850,-2.75,30150,13350,Y,16650,YES,-1.57,23330.35,23339.35,13.2,-54375,-1.78e-15,82575,45900,Y,20250,N,-0.15,394.9,-17025,-5.68e-14,32175,-525,Y,3150,N,0.28,111225
01-04-2025 13:10,23345.2,-14550,-3.3,29475,9975,N,5625,N,-1.32,23339.35,23345.2,13.4,386400,0.05,75075,74025,Y,-53775,Y,-0.15,385.3,6225,-0.1,30450,2475,N,4125,N,0.28,-400950
01-04-2025 13:15,23322.0,39675,-2.85,34575,-64875,YES,-1875,Y,-1.56,23345.2,23322.0,12.3,21000,0.0,87900,-33825,YES,27600,YES,-0.21,406.15,-5325,-0.35,32400,-1875,Y,-10575,YES,0.41,18675
01-04-2025 13:20,23311.0,62100,0.35,39150,-2625,Y,4800,N,-2.22,23322.0,23311.0,12.3,650325,1.78e-15,78675,-12450,Y,-36075,Y,-0.24,417.55,-11775,-0.25,34425,-6300,Y,825,N,0.49,-588225
01-04-2025 13:25,23305.2,25200,2.7,32250,-15300,YES,6975,N,-3.83,23312.0,23305.2,12.3,189450,1.78e-15,81300,25050,Y,-23250,N,-0.14,424.75,16125,0.0,30300,-1800,N,0,YES,0.39,-164250
01-04-2025 13:30,23319.0,50850,-3.5,31950,2475,N,-74325,Y,-3.1,23305.0,23319.0,12.3,-4050,-1.78e-15,91425,31875,N,-21750,N,-0.24,413.0,18900,-0.05,39000,-13800,Y,5400,N,0.59,54900
01-04-2025 13:35,23318.95,111825,0.4,27000,28275,Y,14700,YES,-0.88,23319.65,23318.95,12.2,990150,0.0,89325,45225,N,-6750,N,-0.13,413.4,-5400,0.2,36975,5250,N,525,YES,0.29,-878325
01-04-2025 13:40,23319.4,148725,0.1,28275,-7050,YES,-4650,Y,-1.1,23318.95,23319.4,12.65,349500,-1.78e-15,85650,12300,N,-5475,N,-0.14,414.9,10275,-0.1,28425,-1575,Y,1875,N,0.32,-200775
01-04-2025 13:45,23309.0,123000,-1.2,36525,1200,N,-975,N,-0.93,23319.4,23309.0,12.2,136725,-1.78e-15,90300,-18825,YES,-8475,Y,-0.16,422.45,18300,-0.1,30000,-1125,N,-1350,YES,0.31,-13725
01-04-2025 13:50,23318.5,33525,1.85,27000,-1050,YES,3750,N,-0.51,23309.0,23318.5,12.65,-79425,0.05,86475,10950,Y,10425,N,-0.09,412.1,12000,0.0,36750,-975,N,-1425,YES,0.26,112950
01-04-2025 13:55,23301.8,-66375,-0.9,26400,4350,N,3675,N,-0.54,23318.5,23301.8,11.55,218100,-1.78e-15,78600,-87000,YES,89550,YES,-0.12,431.0,2850,-0.1,27900,-1575,Y,825,N,0.27,-284475
01-04-2025 14:00,23335.65,-72000,-1.9,35925,12450,N,-4725,Y,-0.97,23301.0,23335.65,12.7,587250,0.0,80700,298125,Y,-102750,Y,-0.14,396.75,2550,0.05,30375,-8100,Y,150,YES,0.22,-659250
01-04-2025 14:05,23308.65,7050,-0.95,31725,-10575,YES,58275,YES,-0.63,23335.65,23308.65,11.05,-479625,0.0,100950,-256425,YES,81750,YES,-0.23,424.0,600,-0.05,27075,-825,N,1500,N,0.28,486675
01-04-2025 14:10,23316.8,-7050,1.3,24225,8775,N,0,Y,-0.42,23308.65,23316.8,11.45,-198900,0.0,75600,91500,Y,-52650,Y,-0.11,419.85,2325,-0.05,18825,-2250,Y,2775,N,0.13,191850
01-04-2025 14:15,23297.1,6225,0.95,29175,2775,YES,11025,N,-0.88,23314.0,23297.1,10.75,42450,0.0,75300,-88950,YES,23250,YES,-0.13,437.85,13725,-0.2,28200,3975,N,-6825,YES,0.23,-36225
01-04-2025 14:20,23306.0,27900,-0.75,26925,-1350,YES,-2100,Y,-0.64,23297.05,23306.0,11.0,2025,0.0,78375,68325,Y,-40575,Y,-0.16,425.25,7350,-0.15,27450,-3900,Y,3375,N,0.15,25875
01-04-2025 14:25,23308.5,-3600,-1.75,21600,-2325,YES,-1200,N,-0.42,23306.0,23308.5,10.9,-139725,0.0,84000,34425,N,1200,YES,-0.09,420.0,12525,0.1,28500,-525,N,375,YES,0.07,136125
01-04-2025 14:30,23305.05,4500,-0.55,29850,-8700,YES,-8175,Y,-0.77,23309.05,23305.05,10.25,808125,1.78e-15,97200,-90525,YES,82725,YES,-0.19,421.9,20400,-0.2,31350,5925,N,-3375,YES,0.27,-803625
01-04-2025 14:35,23316.0,31350,-1.85,25350,14250,Y,975,N,-0.6,23305.05,23316.0,10.7,602400,1.78e-15,98250,125400,Y,-206850,Y,-0.22,412.55,18450,0.15,29100,-1425,Y,1350,N,0.34,-571050
01-04-2025 14:40,23318.85,-375,2.05,24000,2475,YES,3525,N,-0.57,23316.0,23318.85,10.45,525375,0.0,74100,-84000,YES,-17025,YES,-0.14,409.0,14625,-0.35,37425,-6150,Y,2475,N,0.2,-525750
01-04-2025 14:45,23314.8,8850,0.3,24000,8850,N,-825,Y,-0.42,23316.75,23314.8,10.3,566625,0.0,76875,-20925,Y,8475,YES,-0.12,413.0,29700,0.3,27825,-900,N,2175,YES,0.22,-557775
01-04-2025 14:50,23306.1,61425,-2.7,36075,-1050,YES,3675,N,-1.76,23313.05,23306.1,9.5,774000,0.05,87975,-99675,YES,104100,YES,-0.21,418.1,28050,0.0,25200,525,N,-1800,YES,0.26,-712575
01-04-2025 14:55,23314.7,-13800,0.0,25575,10050,N,13200,N,-0.48,23308.0,23314.7,9.7,-293550,0.0,73275,-2596800,YES,-238650,Y,-0.24,411.15,21225,0.05,35400,-126000,Y,-3600,YES,0.19,279750
01-04-2025 15:00,23321.3,-92775,1.4,31575,4650,N,-17025,Y,-1.62,23314.7,23321.3,9.7,750675,0.0,89925,2390325,Y,71925,YES,-0.19,401.4,28125,-0.1,38250,1583100,YES,6000,N,0.41,-843450
01-04-2025 15:05,23336.0,-25800,-0.55,36975,-10725,YES,-19350,Y,-2.35,23320.85,23336.0,10.65,-275475,-0.05,94425,192075,N,-127575,Y,-0.31,386.0,16125,0.05,35325,0,Y,825,YES,0.5,249675
01-04-2025 15:10,23330.0,-67950,-0.35,39450,-8475,N,-75,N,-1.64,23336.5,23330.0,10.1,-999150,0.0,97050,-194250,YES,147225,YES,-0.2,393.25,1125,-0.15,30975,-3000,Y,-2400,YES,0.23,931200
01-04-2025 15:15,23323.45,-65925,0.1,39300,-750,N,-1725,Y,-1.68,23325.9,23323.45,9.45,-409875,0.0,88875,-77100,Y,13800,N,-0.35,392.0,-50100,0.5,42750,450,N,-1800,N,0.47,343950
01-04-2025 15:20,23309.95,-84075,-1.5,39450,-15375,YES,-16275,Y,-1.71,23325.0,23309.95,9.15,-983325,0.0,75450,-54150,Y,-84975,Y,-0.33,406.7,-37275,-0.4,44925,18450,N,-6075,YES,0.5,899250
01-04-2025 15:25,23308.55,-147525,-2.0,44625,-98625,YES,-98100,Y,-4.28,23309.8,23308.55,9.1,1811100,0.0,83325,-926400,YES,-314700,Y,-0.33,406.0,-53550,-0.75,33450,-1624875,Y,-19725,YES,0.77,-1958625
