last_traded_time,ltp,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
2025-04-01 12:15:00,17.3,-251625,-26.50000000000091,79500,-31425.0,YES,-38400.0,YES,-0.4200000000000017
2025-04-01 12:20:00,14.6,193125,-26.100000000001273,73425,-33600.0,YES,24000.0,YES,-0.30999999999999517
2025-04-01 12:25:00,14.95,342600,-24.100000000001273,81975,105750.0,Y,85800.0,YES,-0.22999999999999687
2025-04-01 12:30:00,15.55,417075,-26.05000000000109,83250,7275.0,N,-52500.0,Y,-0.30999999999999517
2025-04-01 12:35:00,16.6,310275,-27.899999999999636,78825,46200.0,Y,3600.0,YES,-0.3100000000000023
2025-04-01 12:40:00,14.7,-209400,-25.949999999999818,84825,53025.0,N,47550.0,YES,-0.30000000000000426
2025-04-01 12:45:00,14.4,614700,-23.5,74250,3150.0,N,25050.0,N,-0.25
2025-04-01 12:50:00,14.05,1082850,-21.849999999998545,66225,63675.0,Y,-19275.0,Y,-0.1599999999999966
2025-04-01 12:55:00,13.35,1094025,-20.75000000000091,68175,-51825.0,YES,11625.0,YES,-0.21999999999999886
2025-04-01 13:00:00,12.95,1285275,-21.299999999999272,76725,-69975.0,YES,40350.0,YES,-0.23999999999999488
2025-04-01 13:05:00,13.2,-54375,-20.699999999999818,82575,45900.0,Y,20250.0,N,-0.15000000000000568
2025-04-01 13:10:00,13.4,386400,-22.549999999999272,75075,74025.0,Y,-53775.0,Y,-0.14999999999999858
2025-04-01 13:15:00,12.3,21000,-22.599999999998545,87900,-33825.0,YES,27600.0,YES,-0.21000000000000085
2025-04-01 13:20:00,12.3,650325,-21.149999999999636,78675,-12450.0,Y,-36075.0,Y,-0.23999999999999488
2025-04-01 13:25:00,12.3,189450,-21.299999999999272,81300,25050.0,Y,-23250.0,N,-0.14000000000000057
2025-04-01 13:30:00,12.3,-4050,-22.5,91425,31875.0,N,-21750.0,N,-0.240000000000002
2025-04-01 13:35:00,12.2,990150,-21.199999999999818,89325,45225.0,N,-6750.0,N,-0.13000000000000256
2025-04-01 13:40:00,12.65,349500,-24.00000000000091,85650,12300.0,N,-5475.0,N,-0.14000000000000057
2025-04-01 13:45:00,12.2,136725,-23.450000000000728,90300,-18825.0,YES,-8475.0,Y,-0.1599999999999966
2025-04-01 13:50:00,12.65,-79425,-21.449999999999818,86475,10950.0,Y,10425.0,N,-0.09000000000000341
2025-04-01 13:55:00,11.55,218100,-21.24999999999909,78600,-87000.0,YES,89550.0,YES,-0.11999999999999744
2025-04-01 14:00:00,12.7,587250,-21.100000000000364,80700,298125.0,Y,-102750.0,Y,-0.14000000000000057
2025-04-01 14:05:00,11.05,-479625,-21.950000000000728,100950,-256425.0,YES,81750.0,YES,-0.22999999999999687
2025-04-01 14:10:00,11.45,-198900,-20.599999999999454,75600,91500.0,Y,-52650.0,Y,-0.10999999999999943
2025-04-01 14:15:00,10.75,42450,-19.799999999999727,75300,-88950.0,YES,23250.0,YES,-0.13000000000000256
2025-04-01 14:20:00,11.0,2025,-20.25,78375,68325.0,Y,-40575.0,Y,-0.1600000000000037
2025-04-01 14:25:00,10.9,-139725,-19.15000000000009,84000,34425.0,N,1200.0,YES,-0.0899999999999963
2025-04-01 14:30:00,10.25,808125,-23.800000000000182,97200,-90525.0,YES,82725.0,YES,-0.18999999999999773
2025-04-01 14:35:00,10.7,602400,-22.150000000000546,98250,125400.0,Y,-206850.0,Y,-0.22000000000000597
2025-04-01 14:40:00,10.45,525375,-20.649999999999636,74100,-84000.0,YES,-17025.0,YES,-0.14000000000000057
2025-04-01 14:45:00,10.3,566625,-20.049999999999727,76875,-20925.0,Y,8475.0,YES,-0.11999999999999744
2025-04-01 14:50:00,9.5,774000,-20.500000000000455,87975,-99675.0,YES,104100.0,YES,-0.21000000000000085
2025-04-01 14:55:00,9.7,-293550,-20.200000000000728,73275,-2596800.0,YES,-238650.0,Y,-0.240000000000002
2025-04-01 15:00:00,9.7,750675,-20.90000000000009,89925,2390325.0,Y,71925.0,YES,-0.18999999999999773
2025-04-01 15:05:00,10.65,-275475,-21.299999999999727,94425,192075.0,N,-127575.0,Y,-0.30999999999999517
2025-04-01 15:10:00,10.1,-999150,-22.399999999999636,97050,-194250.0,YES,147225.0,YES,-0.19999999999999574
2025-04-01 15:15:00,9.45,-409875,-20.550000000000637,88875,-77100.0,Y,13800.0,N,-0.3500000000000014
2025-04-01 15:20:00,9.15,-983325,-21.450000000001182,75450,-54150.0,Y,-84975.0,Y,-0.3299999999999983
2025-04-01 15:25:00,9.1,1811100,-23.699999999999818,83325,-926400.0,YES,-314700.0,Y,-0.3299999999999983
