last_traded_time,n_buy_corr,n_sell_corr,n_tb_ts,ce_buy_corr,ce_sell_corr,ce_tb_ts,pe_buy_corr,pe_sell_corr,pe_tb_ts,n_buy_diff,n_sell_diff,ce_buy_diff,ce_sell_diff,pe_buy_diff,pe_sell_diff,percentage
09-04-2025 09:15,0.6133582764477211,-0.07985414610261515,0.2695627268703915,-0.3167817909355596,-0.48481985545643835,0.9154198542236677,-0.6724734036486872,-0.5500768638207346,0.8735508725266203,77700.0,6300.0,11920425.0,481725.0,7382625.0,203025.0,53.0655310003604
09-04-2025 09:20,0.08491096205076519,0.14250310279326664,0.694099243252929,-0.7032002344733507,-0.7595310046176686,0.8759307379878649,-0.3023478958852969,-0.8679746589772717,0.38333543527288344,136575.0,93075.0,1180575.0,382425.0,29475.0,267300.0,53.48703639234773
09-04-2025 09:25,0.41764159014565305,-0.6610991533631747,-0.08804811212554614,-0.4360415733893052,-0.8622831730140859,0.7532499024240666,0.5702508496600511,-0.9048699326475461,-0.5664407088576054,38475.0,18825.0,445950.0,307800.0,56175.0,-127650.0,58.443611062522606
09-04-2025 09:30,0.8491561337335911,-0.33602188704264496,-0.08485490481432989,0.6475177365825986,0.3047240981892677,0.7036310176687429,0.6969447879445078,-0.8865204049795259,-0.46452058469589824,46275.0,-3675.0,1137375.0,221925.0,-67200.0,165525.0,55.265461729456746
09-04-2025 09:35,0.13817107854903168,-0.2233577778148466,0.19753437216271755,0.34112480568005826,-0.8175081374813514,0.04656352542253571,0.8503707000026081,-0.7419666966124212,-0.6123597539667658,-2325.0,129675.0,6075.0,322950.0,105225.0,-2775.0,44.09952052991485
09-04-2025 09:40,0.915318769370526,-0.9053472378782371,-0.834056005753636,0.9227264720870874,-0.9375177875074514,-0.8649651084555319,0.9187549391705362,-0.9549079500783642,-0.9563098361383285,31650.0,-20475.0,792225.0,-477525.0,-193350.0,115425.0,91.2211567382189
09-04-2025 09:45,-0.636559706496325,-0.9406521147914793,0.7646408237327208,0.002623112785394465,-0.9365603133596497,0.01433525765792704,0.6749613854859121,-0.6133164444878396,-0.1116455909898836,19350.0,57150.0,1390275.0,413250.0,451500.0,-141075.0,52.16994166430147
09-04-2025 09:50,0.6504772718676681,0.25907830694962025,0.3182160474411064,0.7466153027023977,-0.1272658372458422,0.4383825152544743,0.5933261310255218,-0.8240751493475832,-0.4772899811686767,14775.0,35325.0,411300.0,104100.0,-16350.0,145950.0,49.27473936669879
09-04-2025 09:55,0.08533306013437031,-0.80375988321675,0.15379141601753005,-0.5739835410164332,-0.6269394648233813,0.7798381507568984,0.6054478304251636,-0.9077041498966907,-0.529885615350588,6000.0,23325.0,230625.0,360225.0,35175.0,-177150.0,56.29647901819784
09-04-2025 10:00,-0.42561175566798415,0.5860263231559465,-0.5585317962470625,0.6697017477833889,0.10159740390699745,-0.006677422826609969,0.12673528570255627,-0.8688401931190245,-0.09747489130038835,-12450.0,14625.0,-3150.0,90375.0,47475.0,93750.0,38.23552021899953
09-04-2025 10:05,0.4290605179648944,-0.7111287634930126,-0.29915290427219,0.5945795818623547,-0.8187850826152626,-0.40454401642604015,-0.551275992972825,-0.7065104535988447,0.8206749471457151,3600.0,-10725.0,-224925.0,77775.0,618450.0,190875.0,59.28569178167932
09-04-2025 10:10,0.9501198551122079,0.15133213156521483,0.2895661601443173,-0.7521229413980604,-0.9363166039275596,0.7069454288842164,0.33540032057718544,-0.8723213124951887,-0.45115829495352905,-52875.0,-1725.0,336300.0,324525.0,1050.0,-162825.0,60.50314498952755
09-04-2025 10:15,0.6823120437400736,-0.41154194980239345,-0.27168850656953253,0.767800230475113,-0.5598567994196495,-0.11290963882859963,0.5660878750049185,-0.9127748851688698,-0.25996632176548523,19125.0,-975.0,392250.0,-4350.0,23850.0,137700.0,50.49931389749594
09-04-2025 10:20,0.4454371098482758,-0.24589610979708362,0.008939816728387522,-0.5719595065972365,-0.8106205797162277,0.8905492614330404,0.4357155936923398,-0.22551630440007484,0.3629404923656452,18150.0,-1575.0,596475.0,388950.0,87675.0,119400.0,44.41749749531457
09-04-2025 10:25,0.7403830460130126,-0.7522159446267205,-0.5232978856489052,0.8010324289519452,-0.793332566045192,-0.4877854494959524,0.742958311718778,-0.5994291630552159,-0.29337380694322235,-5925.0,4950.0,-172650.0,197175.0,22650.0,-98400.0,63.70898447221048
09-04-2025 10:30,0.1027460460229714,-0.4955558725175326,-0.5092490530864,0.4419008451373348,-0.7188982038362948,-0.43553984448346583,-0.015868353434834403,-0.6691772694275292,0.4634069405542674,4425.0,4350.0,-55575.0,328275.0,-69150.0,-68400.0,42.803804761118116
09-04-2025 10:35,0.6640322859674475,0.20905444963204783,0.4987573856166247,0.3058510401613601,-0.07914877889519487,-0.1615577813820456,0.3449398628976582,0.4097314972135969,0.5676345794380538,6975.0,2100.0,-3675.0,-22275.0,-510900.0,-54375.0,36.00786290226699
09-04-2025 10:40,0.2507991535657412,-0.7027592728162845,-0.561339839259733,0.3226183661436203,-0.8055360446967156,-0.5436522318055951,0.7757703937456661,-0.6548768467206575,-0.2796346549600452,8925.0,-3750.0,-230025.0,132750.0,34200.0,66000.0,54.41096448571175
09-04-2025 10:45,0.5788916231906679,-0.6420809873603072,-0.026541071878568936,0.5327280925899313,-0.7111883947483381,-0.5249079939176158,0.40269248649638467,-0.7278026840033592,0.18151690208648322,116100.0,-3525.0,495375.0,-144750.0,21525.0,44325.0,48.092780403018395
09-04-2025 10:50,-0.17159717207572772,-0.3889541664940579,-0.25940731256419997,0.5409768549010052,-0.8284449760171566,-0.5159828221395205,0.68796753420121,-0.680044940179081,-0.1326333915860093,40125.0,-1200.0,-367650.0,297450.0,133950.0,-3225.0,46.73343522397742
09-04-2025 10:55,0.6050061645643149,0.0711582563751315,0.6236391024104183,0.40301702809894063,-0.6825104084751429,0.190476225762624,0.7330374014314331,-0.5446168931073659,-0.31654737117364656,4125.0,9300.0,32550.0,774900.0,-15750.0,4050.0,46.33343168221131
09-04-2025 11:00,0.9454704001147837,-0.3335019804701499,-0.3449679756158277,-0.14830927752503584,-0.211079944609227,-0.565758472769986,-0.6269427670274239,-0.9552228414042867,0.48505085138903337,-12450.0,-5850.0,-17100.0,32925.0,-60975.0,-166575.0,51.292272343619494
09-04-2025 11:05,0.6333117548408491,-0.6203965097260566,-0.31839891662410474,0.5308124281031602,-0.1560176456767941,-0.7234622016070053,0.3210650596956071,-0.5468761254796244,-0.0442082135938913,-21075.0,4875.0,21150.0,-429675.0,-53325.0,1350.0,43.272765059412144
09-04-2025 11:10,0.6161413615956806,-0.7227282167221827,-0.6986422448441669,0.9067322730901883,0.36753642443449364,0.46174821094538515,0.7573994050704473,-0.8094079832058406,-0.6122906063975626,6525.0,-5700.0,190125.0,409575.0,-62250.0,71475.0,66.14029695895499
