last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
28-04-2025 09:15,20.8,28.3,21.7,-76275,-1249,43875,120450,N,179325,N,41.74,24224.2,24245,9.45,9.9,9.85,-22500,-101.1,38625,1051125,N,286275,N,13.28,-14,-9.7,-9.9,-15900,-150.3,38850,2389500,N,108900,N,-26.28,241.8,260.2,245.2,-22230,-3052,16980,21240,N,20820,N,229.05
28-04-2025 09:20,-26,-26.9,-27.4,-39600,-722,42750,60600,N,20775,N,0.01,24246,24220,-12.7,-12.85,-12.9,-33000,-79.25,39150,-1977300,YES,262800,N,-3.04,13.1,14.05,14.1,20775,-147.95,40500,-521475,Y,109575,N,0.96,149,138.2,149.2,-27630,-1700.8,17040,18510,N,8190,N,98.75
28-04-2025 09:25,29.2,27.8,27.2,-37650,-1365.6,39675,37125,N,-76125,Y,4.9,24221.5,24250.7,7.7,7.75,7.75,3225,-85.5,40125,87525,Y,4125,N,-0.17,-21.55,-20.9,-20.95,23250,-141.45,39750,-86700,YES,62400,N,-4.35,39.4,45.2,45,-8430,-2197.6,14940,6210,N,3030,N,53.59
28-04-2025 09:30,76.2,75.8,74.4,-235950,-1132.9,42150,68550,Y,-66825,N,14.24,24252.8,24329.9,35.25,34.95,35.05,12225,-97,37650,297675,Y,-296025,Y,5.88,-42.05,-39.5,-39.75,21150,-120.9,38025,-77700,N,170925,Y,-11.67,156,158.2,157,-16110,-2392.4,16650,8460,N,-1890,Y,60.4
28-04-2025 09:35,29.8,33.5,31.2,-133875,-969.4,35925,38925,N,-42300,YES,20.66,24330,24361.2,20.45,19.8,19.95,17850,-109.1,44175,-37575,YES,94875,YES,10.5,-15.05,-15.15,-15,-35550,-90.7,43200,128775,YES,214200,Y,-17.57,-16.6,-16.2,-15,-54150,-2333.8,16500,-1020,YES,10650,N,33.19
28-04-2025 09:40,-50.4,-50.6,-47,21750,-1242.5,32625,-44400,YES,62400,YES,6.33,24361.2,24315,-26.95,-25.95,-26.15,-5175,-109.8,38100,-179625,YES,328350,YES,3.06,24.45,23.4,23.5,-30525,-90.1,39300,202350,YES,-69000,YES,-7.74,-73.8,-72.4,-63,9000,-2914.4,14460,-30,N,16740,N,15.74
28-04-2025 09:45,-4.4,-3,-0.4,12675,-1280.4,33225,4800,Y,21750,N,2.92,24315,24316.4,-3.75,-3.55,-3.65,-12975,-109,42375,20400,Y,158100,N,1.71,-3.4,-0.6,-0.55,-46575,-98.25,42075,28125,N,51525,Y,-3.44,20,11.6,9.6,12690,-2571.4,14490,-900,YES,8850,N,7.65
28-04-2025 09:50,3,1,3.6,-7875,-1127,30075,-2700,YES,73950,YES,1.68,24317.6,24327.8,0.05,-0.75,-0.75,12675,-103.25,35100,-25050,YES,117825,N,0.44,-4.95,-4.5,-4.5,-39450,-92.8,37350,14700,N,66525,N,-1.83,-15,-27.2,-20.2,3870,-3017,12360,12180,N,1800,Y,3.35
28-04-2025 09:55,30.8,26.3,26,-98100,-1559.2,34050,12450,N,-46650,Y,2.6,24325,24355.9,15.65,15.2,15.25,-2925,-104.5,36075,176625,Y,-223125,Y,1.38,-10.85,-11.15,-11.2,-11100,-91.4,38625,-72300,Y,189450,Y,-2.54,75,69.2,75.8,-26010,-3803.2,13980,15390,N,-1170,Y,6.09
28-04-2025 10:00,-0.8,5,1,-28800,-1059.9,37050,22425,N,-7500,YES,3.47,24355.9,24355.1,0.2,-0.1,-0.1,-53625,-114.45,38925,3825,N,102075,YES,1.36,-2.35,-2.2,-2.2,55725,-85.55,41475,129675,YES,99375,N,-1.89,-70,-70,-66.4,11280,-3346.6,15060,-2430,YES,2940,N,4.02
28-04-2025 10:05,32.5,34.8,36,-155625,-1313.9,34875,-45825,YES,-67725,Y,8.8,24357.3,24389.9,20.75,21.3,21.35,5700,-123.05,41625,85725,Y,-431550,Y,3.13,-17.6,-17.75,-17.8,-49425,-72.8,44850,-206775,Y,86625,N,-3.55,92,92,78.4,27390,-2461.4,17190,-1890,N,-10470,Y,4.2
