last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
22-10-2024 09:25,1.25,17425,300,-75,2.6,1.55,3050,-4500,N,-17675,N,0.35,-2,145675,-1025,-675,-2.2,-2.3,3325,-5400,N,8550,N,0.05,-3,55650,100,400,-2,-2,3450,2325,N,225,N,-0.18,5.6,6405,45,0,0.35,-2.9,1725,6555,N,-13320,N,3.59
22-10-2024 09:30,-14.8,58150,100,-50,-15.3,-18.25,15200,11975,N,12750,YES,0.85,-7.8,1350625,-1600,-125,-7.6,-7.75,27875,-30150,YES,75850,YES,-0.03,11.9,493225,-400,400,11.1,11.35,22100,1500,Y,-250,YES,-0.95,-35.8,39030,-45,270,-23.7,-26.35,8835,-11640,YES,5895,N,23.29
22-10-2024 09:35,20.4,55125,150,175,17.5,18.5,13975,16525,N,-4775,Y,1.18,5.95,1184175,-125,-100,6.3,6.3,30575,55800,Y,-3525,Y,0.32,-14.7,533100,25,750,-15.1,-15,27150,4550,N,34250,Y,-1.62,38,10005,0,15,49.85,44.5,5865,8400,Y,4695,N,2.84
22-10-2024 09:40,33.6,78375,-100,0,34,32.35,15850,-2650,YES,-43700,Y,3.07,13.9,1594850,100,-200,14.1,14.15,30175,90925,Y,-89050,Y,0.8,-22.15,621575,-25,-125,-23,-23.05,26350,-38425,Y,700,YES,-2.17,98.5,27615,135,810,103.9,105,6540,240,YES,-13785,Y,15.45
22-10-2024 09:45,-5.95,188525,1000,75,-1.15,-4.8,19850,60450,Y,-475,YES,10.79,-1.95,3475325,1525,-175,-2.55,-2.5,23725,-45675,YES,142125,YES,4.37,2.35,1288725,550,250,2.75,2.8,26775,65900,YES,24175,Y,-7.95,9.7,60420,0,-510,19.45,12,9300,-2610,YES,22800,YES,38.72
22-10-2024 09:50,9.6,76350,25,-75,6.65,7.8,16925,40150,N,19075,N,2.14,3.1,1909175,1100,625,2.85,2.95,29250,50250,Y,30475,N,0.95,-3.15,945225,-500,1050,-2.75,-2.75,27475,-6100,Y,35350,N,-2.82,59.15,30345,0,-15,58.6,56.55,7905,23700,Y,-3210,Y,15.73
22-10-2024 09:55,9.4,68800,75,-1100,9.8,9.4,17600,29875,N,-525,Y,2.49,3.6,1599325,-1725,50,4.35,4.3,29875,-1000,YES,21100,N,0.84,-5.65,729500,0,600,-6.6,-6.65,25550,10500,N,17175,N,-2.16,13.85,20340,-15,15,7.1,11.8,7560,-8805,YES,4455,N,9.72
22-10-2024 10:00,-13.85,120150,-50,50,-10.85,-9.95,14850,-5650,YES,2775,N,5.31,-6.2,3424675,650,550,-5.85,-5.95,28850,-23075,YES,-18925,Y,2.42,4.2,1731825,125,-825,3.7,3.65,26150,32775,YES,5650,N,-5.89,-6.75,27600,-15,0,-3.4,-5.4,8415,2460,N,4965,N,12.71
22-10-2024 10:05,-34.6,81225,50,25,-34.55,-32.9,19600,-6800,YES,-23775,Y,0.41,-15.6,2367950,200,225,-15.25,-15.15,30625,-53450,YES,37400,YES,-0.64,24.35,1633175,350,-275,23.2,23.45,24925,-35150,Y,-54950,YES,-0.29,-31.9,15435,-240,0,-29.55,-25.55,6045,11130,N,-405,Y,3.59
22-10-2024 10:10,-62.05,229375,-275,-50,-64.65,-63.3,27000,-65450,YES,31475,YES,-8.06,-19.7,2889450,-125,-925,-18.95,-19.05,29075,-52425,N,30725,N,-2.42,47.15,2209050,-125,50,44.7,44.95,24050,650,YES,-61725,YES,5.82,-128.85,36705,1155,0,-120.5,-115.25,7875,-20715,YES,3660,N,-0.63
