last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
29-10-2024 09:15,-0.6,77500,100,0,-0.1,3,8650,11725,N,17550,N,-12.11,-4.9,1827875,25,675,-1.95,-1.95,10500,48975,N,78225,N,-5.68,-2.2,1960925,-875,675,-4.95,-5,11325,16600,N,52025,N,4.29,-1.8,21165,105,30,8.7,11.25,6810,-1725,N,16170,N,-3.79
29-10-2024 09:20,-12.1,158775,125,-25,-7.3,-9.7,22675,13075,N,-1075,Y,-8.78,-5.55,2961375,-100,-225,-5.45,-5.65,25700,73175,Y,170050,YES,-4.87,5.95,4394400,-1075,350,6.9,6.85,25775,26250,N,47850,N,5.35,-28.8,33555,0,-15,-20.25,-25.7,11520,11640,N,7245,N,-11.65
29-10-2024 09:25,-22.65,115700,-25,0,-24.2,-20.8,14825,-10875,YES,37400,YES,-4.87,-7.4,3791025,225,-625,-6.25,-6.2,24550,8375,N,51750,N,-2.34,14.3,4899925,100,50,12.55,12.65,24150,55600,YES,-33800,YES,3.84,7.45,41865,-45,90,14.4,15.55,10845,8295,N,-7380,Y,5.64
29-10-2024 09:30,-13.35,116900,25,-200,-10.7,-12.55,17550,32475,Y,-14475,Y,-6.29,-4.25,3354550,2900,-125,-3.95,-4.05,25450,6025,N,162825,YES,-3.03,6.05,4534200,150,225,6.45,6.55,22850,33200,N,59850,Y,4.2,-6.95,38520,870,0,-16.95,-10.55,10305,-3060,YES,-720,N,9.36
29-10-2024 09:35,-28.35,149200,-25,-50,-30.75,-25.75,17475,-4425,YES,25125,YES,-11.1,-9.5,3004475,-25,-100,-8.7,-8.75,26150,34875,Y,80450,N,-3.56,18.8,4508825,-125,-25,18.05,18.05,24075,-8675,Y,-14150,YES,5.7,-58.3,30900,15,-15,-55.65,-53.05,9975,-15360,YES,6510,N,-10.5
29-10-2024 09:40,7.1,69600,75,-75,0.05,1.4,14350,14975,N,6825,N,-4.71,-0.4,2466050,300,175,-0.6,-0.6,28450,10675,N,56475,N,-2.74,-2.85,2780100,0,350,-2.55,-2.3,22300,-27750,Y,1850,N,3.25,27.35,31350,-30,15,28.25,34,9990,10770,Y,-10875,Y,-10.94
29-10-2024 09:45,-23.55,80550,200,0,-18.85,-18.65,14075,-875,YES,110425,YES,-5.19,-6.7,2856225,-175,75,-6.25,-6.4,23450,-41000,YES,50300,N,-2.63,13,2777775,0,725,13.2,13.3,24375,-4750,YES,-59000,YES,2.81,45.65,22035,0,30,37.65,38,8415,-3270,YES,2355,N,0.11
29-10-2024 09:50,5.2,79975,0,-200,7.55,10.25,13700,4175,N,22150,N,-3.46,2.3,2375200,6650,1350,2,2.05,24875,6000,Y,71500,YES,-1.53,-7.7,1733850,25,-75,-7.15,-7.2,24100,-4375,N,23675,Y,1.23,37.55,27450,-90,-30,54.7,52.2,10095,-2235,N,-3720,Y,5.49
29-10-2024 09:55,7.85,63075,25,50,11.6,9.45,15075,4300,N,-100,Y,-2.92,4.95,1882300,-125,125,6.15,6.1,24450,80875,Y,55350,N,-1.28,-8,1365800,175,100,-9.15,-9.1,25825,-12625,Y,30000,N,1.18,24.95,16635,-30,225,28.05,25.9,8310,8790,N,1815,N,2.31
29-10-2024 10:00,-1.45,54925,0,50,-1.15,-1.3,14375,13825,N,15550,N,-2.21,-1.5,1922700,850,200,-1.85,-1.75,27075,16400,N,69300,N,-1.11,2.35,1313125,-50,-25,2.55,2.55,26700,-11850,N,-225,YES,1.01,8.45,16755,0,-75,15.85,11.15,7830,-4515,YES,20295,N,3.24
