last_traded_time,ltp,vol_traded_today,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
2024-10-22 09:25:00,-2.0,145675.0,-1025.0,-675.0,-2.200000000000003,-2.3000000000000114,3325,-5400.0,N,8550.0,N,0.04999999999999716
2024-10-22 09:30:00,-7.799999999999997,1350625.0,-1600.0,-125.0,-7.599999999999994,-7.75,27875,-30150.0,YES,75850.0,YES,-0.030000000000001137
2024-10-22 09:35:00,5.949999999999989,1184175.0,-125.0,-100.0,6.299999999999997,6.299999999999997,30575,55800.0,Y,-3525.0,Y,0.3200000000000074
2024-10-22 09:40:00,13.899999999999991,1594850.0,100.0,-200.0,14.099999999999994,14.150000000000006,30175,90925.0,Y,-89050.0,Y,0.7999999999999972
2024-10-22 09:45:00,-1.9500000000000028,3475325.0,1525.0,-175.0,-2.549999999999997,-2.5,23725,-45675.0,YES,142125.0,YES,4.3700000000000045
2024-10-22 09:50:00,3.0999999999999943,1909175.0,1100.0,625.0,2.8500000000000085,2.950000000000003,29250,50250.0,Y,30475.0,N,0.9499999999999886
2024-10-22 09:55:00,3.6000000000000085,1599325.0,-1725.0,50.0,4.3500000000000085,4.299999999999997,29875,-1000.0,YES,21100.0,N,0.8400000000000034
2024-10-22 10:00:00,-6.200000000000003,3424675.0,650.0,550.0,-5.849999999999994,-5.950000000000003,28850,-23075.0,YES,-18925.0,Y,2.4200000000000017
2024-10-22 10:05:00,-15.600000000000009,2367950.0,200.0,225.0,-15.25,-15.149999999999991,30625,-53450.0,YES,37400.0,YES,-0.6400000000000006
2024-10-22 10:10:00,-19.700000000000003,2889450.0,-125.0,-925.0,-18.950000000000003,-19.049999999999997,29075,-52425.0,N,30725.0,N,-2.4200000000000017
2024-10-22 10:15:00,-3.549999999999997,2107525.0,-125.0,1400.0,-3.200000000000003,-3.200000000000003,25100,31400.0,Y,48675.0,N,-2.2299999999999898
2024-10-22 10:20:00,-0.8500000000000014,1148125.0,25.0,-950.0,-0.7999999999999972,-0.8499999999999943,27250,63600.0,Y,73650.0,YES,-1.1200000000000045
2024-10-22 10:25:00,-10.75,2339475.0,-900.0,-575.0,-10.649999999999999,-10.699999999999996,28800,-109250.0,YES,18275.0,N,-2.569999999999993
2024-10-22 10:30:00,5.399999999999999,1527825.0,-100.0,100.0,5.199999999999996,5.200000000000003,30525,85100.0,Y,-22600.0,Y,-1.5900000000000034
2024-10-22 10:35:00,0.19999999999999574,1025400.0,-250.0,675.0,-0.04999999999999716,0.04999999999999716,28100,21925.0,N,70850.0,YES,-0.9300000000000068
2024-10-22 10:40:00,-1.5,903275.0,-350.0,425.0,-1.6999999999999957,-1.7000000000000028,27325,-9150.0,YES,-8900.0,Y,-0.730000000000004
2024-10-22 10:45:00,5.199999999999996,717525.0,850.0,-300.0,5.25,5.300000000000004,29175,46350.0,Y,3025.0,N,-0.5600000000000023
2024-10-22 10:50:00,-1.3999999999999986,1156300.0,2875.0,-275.0,-1.4500000000000028,-1.4500000000000028,28775,-42375.0,YES,27575.0,YES,-0.7399999999999949
2024-10-22 10:55:00,3.6999999999999957,1381325.0,-1650.0,1275.0,3.700000000000003,3.6499999999999986,24700,28475.0,Y,-59850.0,Y,-0.7399999999999949
2024-10-22 11:00:00,1.75,957525.0,0.0,-300.0,1.6000000000000014,1.6000000000000014,25450,13450.0,N,20625.0,YES,-0.4900000000000091
2024-10-22 11:05:00,0.75,795400.0,-1275.0,75.0,0.29999999999999716,0.25,30400,4425.0,N,3925.0,N,-0.3999999999999915
2024-10-22 11:10:00,-0.9499999999999957,715775.0,-125.0,-375.0,-0.8000000000000043,-0.8500000000000014,34700,29125.0,Y,2425.0,Y,-0.3199999999999932
2024-10-22 11:15:00,-4.450000000000003,606875.0,200.0,-200.0,-4.649999999999999,-4.649999999999999,31125,5750.0,N,24525.0,YES,-0.30000000000001137
