last_traded_time,n_buy_corr,n_sell_corr,n_tb_ts,ce_buy_corr,ce_sell_corr,ce_tb_ts,pe_buy_corr,pe_sell_corr,pe_tb_ts,n_ltp_diff,n_buy_diff,n_sell_diff,ce_ltp_diff,ce_buy_diff,ce_sell_diff,pe_ltp_diff,pe_buy_diff,pe_sell_diff
02-03-2025 09:15,0.1861536985518939,-0.24775529140261474,0.6675727628116754,-0.357768642018558,-0.6228909347274414,0.8527407779931845,-0.06992255776692662,-0.26709445127434217,0.7488622683900591,-4.400000000001455,2700.0,102150.0,-1.7000000000000028,308475.0,79725.0,-0.9000000000000057,31650.0,65550.0
02-03-2025 09:20,0.2591269236879095,-0.29926899505581345,0.7195530189324132,0.5937054429653601,-0.004065831456469466,0.6671735551884644,-0.00715451841143601,-0.5821925968812343,0.33275421982763126,-0.2999999999992724,41775.0,31650.0,-1.3499999999999943,58275.0,130800.0,-1.3500000000000227,-656550.0,-31950.0
02-03-2025 09:25,0.2063983617140829,0.5938451739551541,0.5625420777020158,0.9049143457669364,-0.46084831724213093,-0.3539845558624003,0.05883500030485951,-0.858658547491732,0.391643714514694,49.25,4650.0,215700.0,13.150000000000006,59625.0,-29400.0,-30.349999999999994,-14700.0,99975.0
02-03-2025 09:30,0.20354593389838596,-0.48571895810729776,0.23196465457559107,0.8757605842273669,-0.8805957251227369,-0.8733223575831123,0.7457283327639266,-0.3469454038061335,0.045897647810422035,-22.75,5850.0,84225.0,-13.299999999999997,-132900.0,137550.0,5.800000000000011,47025.0,33225.0
02-03-2025 09:35,-0.13745837087223775,-0.8377106513530814,0.38641630426269014,-0.3525895869354693,-0.8014407255994533,0.6760753870345918,-0.07381828786087924,-0.09427789965214295,-0.5949852504114835,-19.649999999997817,36675.0,29025.0,-7.8500000000000085,79650.0,31575.0,11.349999999999994,-27900.0,29025.0
02-03-2025 09:40,-7.402028300514662e-05,-0.5800498393582909,0.4993717451933546,0.7604912864340461,-0.8163803273812159,-0.48153324623367766,0.9296909248080115,-0.697698250603187,-0.5814041993460685,-24.799999999999272,-9750.0,12225.0,-9.150000000000006,-91875.0,154575.0,20.0,30000.0,-139950.0
02-03-2025 09:45,0.1872311177214381,-0.5411668983819544,0.5163569915655846,-0.2971768500358745,-0.7588565086045275,0.7373951734544854,0.7856693254787803,-0.5297579943470196,-0.565616459010903,-12.549999999999272,12825.0,26550.0,-3.8499999999999943,121050.0,94725.0,4.099999999999994,10275.0,15150.0
02-03-2025 09:50,-0.028988001276319023,-0.1526064847860287,-0.7249138657015958,0.7985711857894622,0.3458839718576446,0.3667571995704831,0.4652565442800272,0.1514734926577039,0.43945815882161116,4.599999999998545,-9000.0,8325.0,1.2000000000000028,60225.0,20850.0,-5.299999999999983,-35250.0,-11775.0
02-03-2025 09:55,0.7246806110276738,0.21211961379366162,0.12759941224902405,0.5699326259818402,-0.44992219662706806,-0.3563660604081005,0.27676798240395534,-0.40953320393566295,0.46249913473813886,16.599999999998545,7200.0,14475.0,2.450000000000003,24150.0,27150.0,-8.549999999999983,4575.0,44625.0
02-03-2025 10:00,0.5007737737449619,-0.2142287764644531,0.025080011778863886,0.7639891226621254,-0.05036159069603091,0.08151620321505597,0.19748578671703995,-0.5955459226559923,0.12436617828422049,-7.0,300.0,13425.0,0.09999999999999432,12675.0,54825.0,1.1500000000000057,7500.0,20025.0
02-03-2025 10:05,0.47553750501507963,-0.10823232195535129,-0.15824552671392794,0.49033532969154914,-0.27826737830754067,-0.6027647080164064,-0.05784053721916975,-0.6107242397883735,0.4006657818073219,12.0,-375.0,4500.0,4.849999999999994,8100.0,17100.0,-10.849999999999994,11625.0,16950.0
02-03-2025 10:10,0.26324537247600205,-0.5966529336967817,-0.610995761391555,0.9265886436313876,-0.7707787134699329,-0.7922593450956211,0.46726316928188333,-0.7242772797473703,-0.6366625915177273,-1.75,-8100.0,18975.0,-2.700000000000003,-29325.0,14400.0,0.14999999999997726,15000.0,-3900.0
02-03-2025 10:15,-0.23580622578919616,-0.2945760890481363,0.07178327784942738,0.2557121888720087,-0.23515166888692599,0.6326643920795598,0.46963497270750065,-0.40662317949716886,-0.6189423947960521,1.4000000000014552,-3825.0,3150.0,-1.4500000000000028,70875.0,66375.0,1.9499999999999886,-5025.0,27600.0
02-03-2025 10:20,0.8575184045059978,-0.7703835752429701,-0.6952109624588957,0.7885253162272651,-0.9259024871926517,-0.6137704455057998,0.8207872030578429,-0.8904885910895463,-0.6343785922821278,20.0,13950.0,-4425.0,5.450000000000003,11475.0,-96900.0,-11.699999999999989,-20925.0,29700.0
02-03-2025 10:25,-0.03656914689761497,-0.5965989226136615,0.31022362610602006,0.6887034160044673,-0.5855549688710141,-0.2001468531413325,0.8204322629703522,-0.4993676790122024,-0.392490986075652,0.0,150.0,3525.0,-3.299999999999997,-58350.0,27450.0,1.549999999999983,1050.0,15975.0
02-03-2025 10:30,0.999620049169602,0.9999315514831004,0.9995703030905746,0.26527655240602543,-0.6872638436995734,0.2684102187639298,0.6823327661367192,0.34081417282665283,0.6050535109568197,-1.0499999999992724,6675.0,2100.0,-0.20000000000000284,39000.0,10800.0,1.5500000000000114,6225.0,34575.0
02-03-2025 10:35,0.9998454626521341,0.9998617349692532,0.9996626548443394,0.34394699655990574,-0.45619163790581185,0.1812147710904217,0.8516511809939294,-0.6167799765013782,-0.7371828857709085,-9.0,1500.0,6150.0,-0.8499999999999943,10875.0,-9075.0,6.699999999999989,22875.0,-4800.0
02-03-2025 10:40,0.8522653571180032,-0.9407495502544921,-0.8571242082126816,0.799300540699821,-0.9289254421331885,-0.7098559184580157,0.8431550030535961,-0.8303370016692593,-0.6635286662863962,32.54999999999927,12150.0,-35625.0,13.950000000000003,30375.0,-213825.0,-20.950000000000017,-33225.0,24375.0
02-03-2025 10:45,0.4953242925638143,-0.1972623091987291,0.1356828821839387,0.5085494040854192,-0.8250187216851533,-0.4444964957707541,0.2126795121748513,-0.657672246140913,0.24136409892674743,-0.09999999999854481,2100.0,-6975.0,-3.75,-35475.0,124425.0,-1.3499999999999943,16725.0,51375.0
02-03-2025 10:50,0.5780267786449118,0.04651008356965874,0.01324239257761785,-0.12371896185845926,-0.6483588924763871,-0.11334749698966552,0.1535800676220325,-0.464413877743393,0.2398611314983858,-7.5,-1800.0,4050.0,-3.25,109425.0,13800.0,4.800000000000011,2850.0,8400.0
02-03-2025 10:55,0.4837574721038157,-0.6251090330275407,-0.43494523537491875,0.45410249344205345,-0.32474465159815474,-0.21382063459910783,-0.04058292973062135,-0.8720301748657593,0.4043466175140409,11.099999999998545,2925.0,-3225.0,4.599999999999994,17100.0,5625.0,-8.0,13950.0,37575.0
02-03-2025 11:00,-0.5668780823537847,-0.8801335884206882,0.5007884896658729,0.7202727472296319,-0.8535058797129714,-0.47474634019402834,0.7737870940260739,0.4743650483153687,0.2682429718680198,-7.25,2775.0,9225.0,-2.0,-53925.0,37725.0,1.549999999999983,21900.0,34050.0
02-03-2025 11:05,-0.04262124787491989,-0.544920716990815,0.36893333964150404,0.6211559482734968,-0.6672648592075046,-0.613107289716657,0.5293864890282143,-0.045164731112404065,-0.06911083111459304,-2.9500000000007276,6675.0,13050.0,-1.6500000000000057,-15000.0,54375.0,2.4000000000000057,43650.0,10500.0
02-03-2025 11:10,0.6838519119217397,-0.6992404103603161,-0.6600241206840592,0.6104519154878717,-0.8004540511697624,-0.6600941979287414,0.8331262101415495,-0.8554998823041466,-0.8138651671083275,11.0,5325.0,-14625.0,4.6000000000000085,55875.0,-50700.0,-6.849999999999994,-16725.0,18075.0
02-03-2025 11:15,0.5937326600003143,-0.6959434601415623,-0.7463290879380596,0.5852759728766471,-0.8255096172954464,-0.09673069829431914,-0.3480969548435594,-0.7555388841521458,0.7517344989204683,1.9500000000007276,9075.0,-17250.0,4.0,1800.0,-58800.0,-2.4000000000000057,34875.0,28350.0
02-03-2025 11:20,0.3851743280026148,-0.5377105294119563,0.36436807611228567,0.8542524568281215,-0.9243297153309507,-0.7723103225626097,0.5430444304431403,-0.7776102674906522,-0.30420350242446537,-25.950000000000728,-4875.0,19125.0,-10.700000000000003,-154050.0,106650.0,9.5,36750.0,-56325.0
02-03-2025 11:25,-0.351814594137414,-0.2926566383909098,0.059769636752277915,0.5802332970028037,-0.8822418912973957,-0.3101761768702942,0.6559357134198218,-0.7730438474513996,-0.5945094421438903,-19.600000000002183,1575.0,-1050.0,-7.150000000000006,-50475.0,59175.0,11.449999999999989,7875.0,-52425.0
02-03-2025 11:30,0.5253076545907299,-0.29520544784756014,-0.5616789277552421,0.11500550799745003,-0.3082386794669115,-0.6282089710133217,0.38572141458948356,-0.33964102849828753,-0.4536594080599379,-3.0,-4200.0,-5925.0,-3.6500000000000057,48225.0,-16875.0,4.5,-33675.0,-17325.0
02-03-2025 11:35,0.8368339166310665,-0.5506482572070991,-0.38380622745979937,0.7406831545076871,-0.9427161647333593,-0.6740905520117262,0.6549131413763796,-0.8296889516959752,-0.44691840632779456,-13.900000000001455,-13050.0,4725.0,-9.200000000000003,-90225.0,155850.0,12.25,975.0,-101625.0
